uni,t,n,value
ssp2,22,hun,7.064151351716447
ssp2,22,idn,235.380252161961
ssp2,22,irl,6.525012912439368
ssp2,22,ita,50.59293444266419
ssp2,22,jpn,69.7168980162127
ssp2,22,meme,87.73828723263706
ssp2,22,mex,118.42614515216502
ssp2,22,mys,47.663275142132036
ssp2,22,nde,1359.66955487672
ssp2,22,nld,20.546109014342434
ssp2,22,noan,40.42208443097319
ssp2,22,noap,55.77304181334885
ssp2,22,nor,8.596891887146626
ssp2,22,oeu,11.054708357027554
ssp2,22,osea,249.90521347262472
ssp2,22,pol,23.772140621109553
ssp2,22,prt,7.329118649663097
ssp2,22,rcam,83.38744362941151
ssp2,22,rcz,8.930511478217962
ssp2,22,rfa,88.52400137086912
ssp2,22,ris,98.9630443557884
ssp2,22,rjan57,27.340675083273233
ssp2,22,rom,6.505397638703621
ssp2,22,rsaf,2733.484406855139
ssp2,22,rsam,152.59137017815428
ssp2,22,rsas,682.0356749835396
ssp2,22,rsl,3.7746931385465383
ssp2,22,rus,135.8848740060764
ssp2,22,slo,2.291669377433497
ssp2,22,sui,13.441358946598825
ssp2,22,swe,16.83146925900119
ssp2,22,tha,45.307648346466976
ssp2,22,tur,80.31362551499215
ssp2,22,ukr,30.6267823640513
ssp2,22,usa,514.2474258511804
ssp2,22,vnm,68.91352935447217
ssp2,22,zaf,65.06510689202413
ssp2,23,arg,53.92510423506003
ssp2,23,aus,49.037304540030114
ssp2,23,aut,11.058048612969388
ssp2,23,bel,15.19975122794184
ssp2,23,bgr,2.4283928729334
ssp2,23,blt,4.289202167677391
ssp2,23,bra,156.64180845975304
ssp2,23,can,63.80811130310889
ssp2,23,chl,15.558154287472876
ssp2,23,chn,651.2992522778288
ssp2,23,cor,28.12291450815274
ssp2,23,cro,2.727498140952915
ssp2,23,dnk,8.086321802051394
ssp2,23,egy,161.11514646429387
ssp2,23,esp,52.48109766392387
ssp2,23,fin,6.280480654500056
ssp2,23,fra,94.16138399983797
ssp2,23,gbr,90.84852128516118
ssp2,23,golf57,341.2062587803249
ssp2,23,grc,10.339329864049228
ssp2,23,hun,7.00440288761614
ssp2,23,idn,230.74967219654312
ssp2,23,irl,6.581034880895931
ssp2,23,ita,50.619317649807535
ssp2,23,jpn,68.28495849732766
ssp2,23,meme,88.10175435641169
ssp2,23,mex,116.15420020024729
ssp2,23,mys,47.62976014885718
ssp2,23,nde,1337.2034893587102
ssp2,23,nld,20.676216529481106
ssp2,23,noan,39.49310320455499
ssp2,23,noap,55.08775850106922
ssp2,23,nor,8.733005444268725
ssp2,23,oeu,10.848774383946562
ssp2,23,osea,247.00172717404544
ssp2,23,pol,23.328569094880677
ssp2,23,prt,7.293026079545672
ssp2,23,rcam,81.71385423233781
ssp2,23,rcz,8.915693133497305
ssp2,23,rfa,89.15714534359529
ssp2,23,ris,97.50589353531636
ssp2,23,rjan57,27.220167461642824
ssp2,23,rom,6.216219459253199
ssp2,23,rsaf,2756.798769965516
ssp2,23,rsam,150.234211906763
ssp2,23,rsas,677.4974780637574
ssp2,23,rsl,3.724165226489251
ssp2,23,rus,136.55546841553675
ssp2,23,slo,2.3118195620493034
ssp2,23,sui,13.668891969561423
ssp2,23,swe,17.12467942991302
ssp2,23,tha,44.38347948698532
ssp2,23,tur,79.16605581323167
ssp2,23,ukr,30.549522303376637
ssp2,23,usa,521.635147802083
ssp2,23,vnm,66.97402650338668
ssp2,23,zaf,64.41288516415736
ssp2,24,arg,53.69726308369602
ssp2,24,aus,49.91675295417765
ssp2,24,aut,11.161645349206294
ssp2,24,bel,15.349913604162445
ssp2,24,bgr,2.3533800733766856
ssp2,24,blt,4.272491052309441
ssp2,24,bra,153.2663882745181
ssp2,24,can,64.85227336418052
ssp2,24,chl,15.299275159076483
ssp2,24,chn,629.2857372135695
ssp2,24,cor,27.421235814036738
ssp2,24,cro,2.707848403200112
ssp2,24,dnk,8.180147396616965
ssp2,24,egy,160.63214380574746
ssp2,24,esp,52.97546539305674
ssp2,24,fin,6.317581197975535
ssp2,24,fra,95.23777628771894
ssp2,24,gbr,91.74962509857103
ssp2,24,golf57,341.6203050820288
ssp2,24,grc,10.379306487454969
ssp2,24,hun,6.94910931578722
ssp2,24,idn,226.51282077846474
ssp2,24,irl,6.633770974738619
ssp2,24,ita,50.64395481757032
ssp2,24,jpn,66.9759319747285
ssp2,24,meme,88.48147358138903
ssp2,24,mex,114.07439860559164
ssp2,24,mys,47.59850148383208
ssp2,24,nde,1316.5816250078556
ssp2,24,nld,20.798419184804274
ssp2,24,noan,38.64630013794106
ssp2,24,noap,54.456075729141304
ssp2,24,nor,8.862056162550497
ssp2,24,oeu,10.667547020692691
ssp2,24,osea,244.3561698670433
ssp2,24,pol,22.922293956030444
ssp2,24,prt,7.259505570935464
ssp2,24,rcam,80.1981144975462
ssp2,24,rcz,8.901885627216751
ssp2,24,rfa,89.75230621639699
ssp2,24,ris,96.16804456225427
ssp2,24,rjan57,27.11129295324071
ssp2,24,rom,5.9583174137441
ssp2,24,rsaf,2779.1207181917853
ssp2,24,rsam,148.07438217865754
ssp2,24,rsas,673.3711820259376
ssp2,24,rsl,3.677637115796675
ssp2,24,rus,137.18444530065716
ssp2,24,slo,2.3307917657494883
ssp2,24,sui,13.884850988379664
ssp2,24,swe,17.403109559700127
ssp2,24,tha,43.53851601966795
ssp2,24,tur,78.11029478416393
ssp2,24,ukr,30.477594818772708
ssp2,24,usa,528.6294120845752
ssp2,24,vnm,65.21477019869813
ssp2,24,zaf,63.81024698247967
ssp2,25,arg,53.486590199708864
ssp2,25,aus,50.74802930196076
ssp2,25,aut,11.258743534724957
ssp2,25,bel,15.49072762647863
ssp2,25,bgr,2.2858769585740717
ssp2,25,blt,4.257348289482025
ssp2,25,bra,150.19960988227015
ssp2,25,can,65.83771870568583
ssp2,25,chl,15.062887317111581
ssp2,25,chn,609.5355134332301
ssp2,25,cor,26.78593369587812
ssp2,25,cro,2.689733669288106
ssp2,25,dnk,8.268282060089666
ssp2,25,egy,160.18498589029085
ssp2,25,esp,53.438845409855254
ssp2,25,fin,6.352235211330121
ssp2,25,fra,96.2487091337947
ssp2,25,gbr,92.59466376176402
ssp2,25,golf57,342.0354745643207
ssp2,25,grc,10.416571165267948
ssp2,25,hun,6.898170600561148
ssp2,25,idn,222.65083876928318
ssp2,25,irl,6.683132612001924
ssp2,25,ita,50.66684332238886
ssp2,25,jpn,65.78370902257892
ssp2,25,meme,88.86953979210465
ssp2,25,mex,112.17773420580265
ssp2,25,mys,47.569494629839824
ssp2,25,nde,1297.7280579169942
ssp2,25,nld,20.912563743860066
ssp2,25,noan,37.87711453533266
ssp2,25,noap,53.87628743572434
ssp2,25,nor,8.983659784308669
ssp2,25,oeu,10.508259680955938
ssp2,25,osea,241.95403343557098
ssp2,25,pol,22.551608505363905
ssp2,25,prt,7.2285224478370695
ssp2,25,rcam,78.82920193654587
ssp2,25,rcz,8.889084227336307
ssp2,25,rfa,90.30864476180797
ssp2,25,ris,94.94462988718037
ssp2,25,rjan57,27.013217255375075
ssp2,25,rom,5.728772644781146
ssp2,25,rsaf,2800.3433806570606
ssp2,25,rsam,146.10288943795393
ssp2,25,rsas,669.6322248399102
ssp2,25,rsl,3.634972222107986
ssp2,25,rus,137.77118540980405
ssp2,25,slo,2.3485533882872867
ssp2,25,sui,14.088552651320121
ssp2,25,swe,17.665855461234877
ssp2,25,tha,42.768844307709635
ssp2,25,tur,77.14301922953133
ssp2,25,ukr,30.41096226525567
ssp2,25,usa,535.2111688937109
ssp2,25,vnm,63.62408591078462
ssp2,25,zaf,63.2558898573408
ssp2,26,arg,53.292885884386386
ssp2,26,aus,51.528139889942494
ssp2,26,aut,11.34915233689369
ssp2,26,bel,15.621902205864533
ssp2,26,bgr,2.225353674571477
ssp2,26,blt,4.243686635899278
ssp2,26,bra,147.42538176091196
ssp2,26,can,66.76118277841506
ssp2,26,chl,14.84805460985254
ssp2,26,chn,591.8767194453634
ssp2,26,cor,26.213087592921667
ssp2,26,cro,2.6731242371287567
ssp2,26,dnk,8.350513671089892
ssp2,26,egy,159.7733737567571
ssp2,26,esp,53.87032224075861
ssp2,26,fin,6.384398997819328
ssp2,26,fra,97.191783343163
ssp2,26,gbr,93.38188378884213
ssp2,26,golf57,342.4448363347463
ssp2,26,grc,10.45109282864695
ssp2,26,hun,6.851494919028897
ssp2,26,idn,219.14671298534404
ssp2,26,irl,6.729036244611366
ssp2,26,ita,50.68798072170992
ssp2,26,jpn,64.70278551245535
ssp2,26,meme,89.2584869346735
ssp2,26,mex,110.45607629575942
ssp2,26,mys,47.54273538951732
ssp2,26,nde,1280.5739819318972
ssp2,26,nld,21.018506205354583
ssp2,26,noan,37.18145710511224
ssp2,26,noap,53.346837322502545
ssp2,26,nor,9.097449549751246
ssp2,26,oeu,10.368551206935388
ssp2,26,osea,239.78231976585738
ssp2,26,pol,22.214970705240596
ssp2,26,prt,7.200044704112079
ssp2,26,rcam,77.59746007163427
ssp2,26,rcz,8.877284543553097
ssp2,26,rfa,90.82537128325347
ssp2,26,ris,93.83124204172441
ssp2,26,rjan57,26.925203431727027
ssp2,26,rom,5.525048151871184
ssp2,26,rsaf,2820.3646570440883
ssp2,26,rsam,144.31165472919054
ssp2,26,rsas,666.2585612909027
ssp2,26,rsl,3.596046131953791
ssp2,26,rus,138.3151081231822
ssp2,26,slo,2.3650736716475556
ssp2,26,sui,14.279343537072561
ssp2,26,swe,17.912051841093863
ssp2,26,tha,42.07093769798313
ssp2,26,tur,76.26120630174998
ssp2,26,ukr,30.349589764237177
ssp2,26,usa,541.3622799768782
ssp2,26,vnm,62.191576536470684
ssp2,26,zaf,62.74862115064096
ssp2,27,arg,53.115966645897906
ssp2,27,aus,52.25423396797983
ssp2,27,aut,11.43269256437473
ssp2,27,bel,15.743163784108882
ssp2,27,bgr,2.171342935883995
ssp2,27,blt,4.231427295350782
ssp2,27,bra,144.92931000999312
ssp2,27,can,67.61956495478337
ssp2,27,chl,14.653933319534188
ssp2,27,chn,576.1584502236725
ssp2,27,cor,25.699208686396645
ssp2,27,cro,2.6579929424722244
ssp2,27,dnk,8.4266423240907
ssp2,27,egy,159.39703217488105
ssp2,27,esp,54.26903618682952
ssp2,27,fin,6.414031754811655
ssp2,27,fra,98.06473851977594
ssp2,27,gbr,94.10963719193776
ssp2,27,golf57,342.84205267900757
ssp2,27,grc,10.482842561287207
ssp2,27,hun,6.808998384474522
ssp2,27,idn,215.9851506303941
ssp2,27,irl,6.771403592888642
ssp2,27,ita,50.70736475442476
ssp2,27,jpn,63.72822003394684
ssp2,27,meme,89.64130131173012
ssp2,27,mex,108.9021112368389
ssp2,27,mys,47.51821988434335
ssp2,27,nde,1265.057268201413
ssp2,27,nld,21.11611210480205
ssp2,27,noan,36.555672952112005
ssp2,27,noap,52.86631182273525
ssp2,27,nor,9.203078022516506
ssp2,27,oeu,10.24640303059576
ssp2,27,osea,237.82941679785677
ssp2,27,pol,21.910992434213167
ssp2,27,prt,7.17404294830041
ssp2,27,rcam,76.494440331841
ssp2,27,rcz,8.866482524791712
ssp2,27,rfa,91.30174747546423
ssp2,27,ris,92.82390527038899
ssp2,27,rjan57,26.846600673329235
ssp2,27,rom,5.344941743814867
ssp2,27,rsaf,2839.087707133973
ssp2,27,rsam,142.69344073059779
ssp2,27,rsas,663.2304679620499
ssp2,27,rsl,3.560745995731821
ssp2,27,rus,138.81567240758216
ssp2,27,slo,2.3803237883648745
ssp2,27,sui,14.45660361100812
ssp2,27,swe,18.14087699675835
ssp2,27,tha,41.441629444718934
ssp2,27,tur,75.46211769437717
ssp2,27,ukr,30.29344517308293
ssp2,27,usa,547.0656012160808
ssp2,27,vnm,60.90800841615669
ssp2,27,zaf,62.28735378661792
ssp2,28,arg,52.955664909309675
ssp2,28,aus,52.923620900273974
ssp2,28,aut,11.50919725582635
ssp2,28,bel,15.854257279164912
ssp2,28,bgr,2.1234339686483916
ssp2,28,blt,4.220499444148448
ssp2,28,bra,142.6985731494807
ssp2,28,can,68.4099457081079
ssp2,28,chl,14.479766613158851
ssp2,28,chn,562.2485916064096
ssp2,28,cor,25.241204256652104
ssp2,28,cro,2.6443150847094183
ssp2,28,dnk,8.496481133873752
ssp2,28,egy,159.05570933841275
ssp2,28,esp,54.634186162945234
ssp2,28,fin,6.4410956597513405
ssp2,28,fra,98.86546203578251
ssp2,28,gbr,94.77638719790248
ssp2,28,golf57,343.22135987073233
ssp2,28,grc,10.511793639687045
ssp2,28,hun,6.770604794522634
ssp2,28,idn,213.152467480043
ssp2,28,irl,6.810161866992516
ssp2,28,ita,50.72499334127187
ssp2,28,jpn,62.85559604242819
ssp2,28,meme,90.01143770819219
ssp2,28,mex,107.50929041133729
ssp2,28,mys,47.49594455370206
ssp2,28,nde,1251.122088451544
ssp2,28,nld,21.205256797954654
ssp2,28,noan,35.99650889275212
ssp2,28,noap,52.43343374994986
ssp2,28,nor,9.300218842133713
ssp2,28,oeu,10.140088529732871
ssp2,28,osea,236.08499043016886
ssp2,28,pol,21.638429899489843
ssp2,28,prt,7.150490353005399
ssp2,28,rcam,75.51276795407243
ssp2,28,rcz,8.856674456886344
ssp2,28,rfa,91.7370881756756
ssp2,28,ris,91.91905021210036
ssp2,28,rjan57,26.776835117877177
ssp2,28,rom,5.186546043445559
ssp2,28,rsaf,2856.4214345290484
ssp2,28,rsam,141.24179001711894
ssp2,28,rsas,660.5303713632314
ssp2,28,rsl,3.528969980406073
ssp2,28,rus,139.27237771071913
ssp2,28,slo,2.394276924959899
ssp2,28,sui,14.619749551556394
ssp2,28,swe,18.351557342518635
ssp2,28,tha,40.87808863256415
ssp2,28,tur,74.74328541370696
ssp2,28,ukr,30.24249905704857
ssp2,28,usa,552.3050616359985
ssp2,28,vnm,59.765211473537576
ssp2,28,zaf,61.87110235835367
ssp2,29,arg,52.81182875184379
ssp2,29,aus,53.53378661882297
ssp2,29,aut,11.578512233200179
ssp2,29,bel,15.95494697465001
ssp2,29,bgr,2.0812672643131442
ssp2,29,blt,4.210839808275526
ssp2,29,bra,140.72181171771362
ssp2,29,can,69.12960301459663
ssp2,29,chl,14.324879601965609
ssp2,29,chn,550.0319547202062
ssp2,29,cor,24.836346459183126
ssp2,29,cro,2.6320683595478567
ssp2,29,dnk,8.559856995364129
ssp2,29,egy,158.7491765842303
ssp2,29,esp,54.965032366541685
ssp2,29,fin,6.465555950341724
ssp2,29,fra,99.59199750012016
ssp2,29,gbr,95.38071362772996
ssp2,29,golf57,343.5775514095556
ssp2,29,grc,10.537921570542219
ssp2,29,hun,6.736245402938709
ssp2,29,idn,210.63648866764885
ssp2,29,irl,6.845243974422777
ssp2,29,ita,50.740864585208314
ssp2,29,jpn,62.080988325929134
ssp2,29,meme,90.3628375753594
ssp2,29,mex,106.27178400097264
ssp2,29,mys,47.47590615402155
ssp2,29,nde,1238.7185787711069
ssp2,29,nld,21.285825725178785
ssp2,29,noan,35.50108467655515
ssp2,29,noap,52.047056586988795
ssp2,29,nor,9.388568391149871
ssp2,29,oeu,10.048132119145897
ssp2,29,osea,234.53989048000176
ssp2,29,pol,21.39617511405777
ssp2,29,prt,7.129362608720483
ssp2,29,rcam,74.6460282790169
ssp2,29,rcz,8.84785696045285
ssp2,29,rfa,92.13076299982103
ssp2,29,ris,91.1134913853299
ssp2,29,rjan57,26.715402333870717
ssp2,29,rom,5.048214520075843
ssp2,29,rsaf,2872.2809587122774
ssp2,29,rsam,139.950971377763
ssp2,29,rsas,658.1426969094904
ssp2,29,rsl,3.500626778199481
ssp2,29,rus,139.68476479309982
ssp2,29,slo,2.4069083601575896
ssp2,29,sui,14.768237921979539
ssp2,29,swe,18.54337172956107
ssp2,29,tha,40.37779884139525
ssp2,29,tur,74.10249902758027
ssp2,29,ukr,30.1967246635587
ssp2,29,usa,557.0657383324613
ssp2,29,vnm,58.75599195625742
ssp2,29,zaf,61.49897961042224
ssp2,3,arg,46.89
ssp2,3,aus,26.69
ssp2,3,aut,9.01
ssp2,3,bel,11.71
ssp2,3,bgr,6.59
ssp2,3,blt,5.8
ssp2,3,bra,218.8
ssp2,3,can,39.5
ssp2,3,chl,19.69
ssp2,3,chn,1410.97
ssp2,3,cor,51.47
ssp2,3,cro,3.81
ssp2,3,dnk,5.96
ssp2,3,egy,116.28
ssp2,3,esp,47.21
ssp2,3,fin,5.55
ssp2,3,fra,68.26
ssp2,3,gbr,68.17
ssp2,3,golf57,235.05999999999997
ssp2,3,grc,10.46
ssp2,3,hun,9.84
ssp2,3,idn,282.0
ssp2,3,irl,5.16
ssp2,3,ita,58.35
ssp2,3,jpn,122.86
ssp2,3,meme,57.29
ssp2,3,mex,130.3
ssp2,3,mys,35.03
ssp2,3,nde,1454.61
ssp2,3,nld,17.72
ssp2,3,noan,51.24
ssp2,3,noap,53.96
ssp2,3,nor,5.56
ssp2,3,oeu,20.419999999999995
ssp2,3,osea,245.39
ssp2,3,pol,38.9
ssp2,3,prt,10.22
ssp2,3,rcam,97.32000000000001
ssp2,3,rcz,10.52
ssp2,3,rfa,82.78
ssp2,3,ris,110.03999999999999
ssp2,3,rjan57,20.99
ssp2,3,rom,19.21
ssp2,3,rsaf,1244.8600000000004
ssp2,3,rsam,160.78
ssp2,3,rsas,526.1800000000001
ssp2,3,rsl,5.62
ssp2,3,rus,142.1
ssp2,3,slo,2.1
ssp2,3,sui,8.91
ssp2,3,swe,10.64
ssp2,3,tha,71.95
ssp2,3,tur,86.7
ssp2,3,ukr,39.53
ssp2,3,usa,338.55
ssp2,3,vnm,100.1
ssp2,3,zaf,61.67
ssp2,30,arg,52.68432166279452
ssp2,30,aus,54.08240921994382
ssp2,30,aut,11.640496617080496
ssp2,30,bel,16.045017349177225
ssp2,30,bgr,2.044530049375176
ssp2,30,blt,4.202392288469747
ssp2,30,bra,138.98903133006036
ssp2,30,can,69.77602785029902
ssp2,30,chl,14.188674964202079
ssp2,30,chn,539.4086732639822
ssp2,30,cor,24.4822450754157
ssp2,30,cro,2.6212327983035464
ssp2,30,dnk,8.61661129454783
ssp2,30,egy,158.4772281370131
ssp2,30,esp,55.26089876353088
ssp2,30,fin,6.487380998712087
ssp2,30,fra,100.24255267914269
ssp2,30,gbr,95.92131791250054
ssp2,30,golf57,343.9059634495767
ssp2,30,grc,10.56120412519485
ssp2,30,hun,6.705858714123458
ssp2,30,idn,208.4264610595231
ssp2,30,irl,6.876588712762958
ssp2,30,ita,50.754976771749575
ssp2,30,jpn,61.40093343280282
ssp2,30,meme,90.68994853296776
ssp2,30,mex,105.1844401304917
ssp2,30,mys,47.458101757987365
ssp2,30,nde,1227.802541062098
ssp2,30,nld,21.35771465599534
ssp2,30,noan,35.06686775131077
ssp2,30,noap,51.70615937936671
ssp2,30,nor,9.467847365103339
ssp2,30,oeu,9.969276159188903
ssp2,30,osea,233.1860691515136
ssp2,30,pol,21.18324835631345
ssp2,30,prt,7.110637881986099
ssp2,30,rcam,73.88867046737639
ssp2,30,rcz,8.840026988949047
ssp2,30,rfa,92.48219785827105
ssp2,30,ris,90.40440726053589
ssp2,30,rjan57,26.661861160273634
ssp2,30,rom,4.9285326955998725
ssp2,30,rsaf,2886.5880697225066
ssp2,30,rsam,138.81593322534923
ssp2,30,rsas,656.0537367517254
ssp2,30,rsl,3.475635167949915
ssp2,30,rus,140.05241649548762
ssp2,30,slo,2.418195537569384
ssp2,30,sui,14.901568163624258
ssp2,30,swe,18.71565552678845
ssp2,30,tha,39.93853932661278
ssp2,30,tur,73.5377942988305
ssp2,30,ukr,30.15609789879748
ssp2,30,usa,561.3339268360661
ssp2,30,vnm,57.8740564641706
ssp2,30,zaf,61.170193280056324
ssp2,31,arg,52.57302232757062
ssp2,31,aus,54.56737356971687
ssp2,31,aut,11.695023301666236
ssp2,31,bel,16.12427384145534
ssp2,31,bgr,2.012952390650581
ssp2,31,blt,4.195107629911336
ssp2,31,bra,137.49151803367155
ssp2,31,can,70.34693866058349
ssp2,31,chl,14.070629091280319
ssp2,31,chn,530.2928321869657
ssp2,31,cor,24.176823854785003
ssp2,31,cro,2.6117907135771907
ssp2,31,dnk,8.666600566409747
ssp2,31,egy,158.23968087907664
ssp2,31,esp,55.52117537975672
ssp2,31,fin,6.506542379347204
ssp2,31,fra,100.81550682466332
ssp2,31,gbr,96.39702772117725
ssp2,31,golf57,344.20246220687244
ssp2,31,grc,10.58162137106937
ssp2,31,hun,6.679390299439636
ssp2,31,idn,206.5129763323315
ssp2,31,irl,6.904140946890037
ssp2,31,ita,50.767328369277735
ssp2,31,jpn,60.812403746729785
ssp2,31,meme,90.98774448454726
ssp2,31,mex,104.24274897365356
ssp2,31,mys,47.44252875383047
ssp2,31,nde,1218.3351796421994
ssp2,31,nld,21.42082991305593
ssp2,31,noan,34.69165125696721
ssp2,31,noap,51.4098422008455
ssp2,31,nor,9.537802234068332
ssp2,31,oeu,9.902454182022757
ssp2,31,osea,232.01651068537294
ssp2,31,pol,20.998791540032574
ssp2,31,prt,7.094296777775895
ssp2,31,rcam,73.2359261850018
ssp2,31,rcz,8.83318182692168
ssp2,31,rfa,92.79087634603457
ssp2,31,ris,89.78932273059976
ssp2,31,rjan57,26.61582865780205
ssp2,31,rom,4.826293812957014
ssp2,31,rsaf,2899.2716599126443
ssp2,31,rsam,137.83226330808338
ssp2,31,rsas,654.2515347279495
ssp2,31,rsl,3.4539236261698756
ssp2,31,rus,140.3749584401751
ssp2,31,slo,2.428118132541497
ssp2,31,sui,15.019285387764873
ssp2,31,swe,18.867804430325645
ssp2,31,tha,39.55836851689854
ssp2,31,tur,73.04744312125341
ssp2,31,ukr,30.120597306582155
ssp2,31,usa,565.097206449761
ssp2,31,vnm,57.11394613462856
ssp2,31,zaf,60.884043281052094
ssp2,32,arg,52.477824435385195
ssp2,32,aus,54.98678479085808
ssp2,32,aut,11.741979387164497
ssp2,32,bel,16.192543547374147
ssp2,32,bgr,1.9863038676917941
ssp2,32,blt,4.188943133597631
ssp2,32,bra,136.22176494950503
ssp2,32,can,70.84029468625276
ssp2,32,chl,13.970288722369652
ssp2,32,chn,522.6113011929084
ssp2,32,cor,23.91830011832833
ssp2,32,cro,2.603726651107567
ssp2,32,dnk,8.709697096093425
ssp2,32,egy,158.03637414500812
ssp2,32,esp,55.745320387168015
ssp2,32,fin,6.523014930576024
ssp2,32,fra,101.30941736770535
ssp2,32,gbr,96.80680117728139
ssp2,32,golf57,344.46343315941607
ssp2,32,grc,10.599155700033304
ssp2,32,hun,6.656792634602174
ssp2,32,idn,204.88790397894596
ssp2,32,irl,6.927851769935857
ssp2,32,ita,50.7779180293181
ssp2,32,jpn,60.31278493613335
ssp2,32,meme,91.25174568157732
ssp2,32,mex,103.4428114699869
ssp2,32,mys,47.42918484468965
ssp2,32,nde,1210.2828707939013
ssp2,32,nld,21.47508857488334
ssp2,32,noan,34.37353497600066
ssp2,32,noap,51.15732216282393
ssp2,32,nor,9.598206585140707
ssp2,32,oeu,9.846769260216934
ssp2,32,osea,231.02517105461538
ssp2,32,pol,20.84206243160549
ssp2,32,prt,7.080322306021507
ssp2,32,rcam,72.68374123795937
ssp2,32,rcz,8.827319088438633
ssp2,32,rfa,93.05634100272734
ssp2,32,ris,89.2660938142819
ssp2,32,rjan57,26.57697597911774
ssp2,32,rom,4.740478375633379
ssp2,32,rsaf,2910.2681275073833
ssp2,32,rsam,136.99615407162
ssp2,32,rsas,652.7257869399864
ssp2,32,rsl,3.4354299851950865
ssp2,32,rus,140.6520596644188
ssp2,32,slo,2.4366581128931992
ssp2,32,sui,15.120982944406073
ssp2,32,swe,18.999277971384178
ssp2,32,tha,39.23560965697578
ssp2,32,tur,72.62994468569157
ssp2,32,ukr,30.090204049493614
ssp2,32,usa,568.3445001271751
ssp2,32,vnm,56.470980015188815
ssp2,32,zaf,60.63991921637219
ssp2,33,arg,52.39863651016635
ssp2,33,aus,55.338980511595516
ssp2,33,aut,11.781266567546027
ssp2,33,bel,16.24967584559557
ssp2,33,bgr,1.9643907545339097
ssp2,33,blt,4.183862406864132
ssp2,33,bra,135.17340933304632
ssp2,33,can,71.25430803813762
ssp2,33,chl,13.887268037041292
ssp2,33,chn,516.3027507337812
ssp2,33,cor,23.7051673417547
ssp2,33,cro,2.5970273476184556
ssp2,33,dnk,8.74578945977564
ssp2,33,egy,157.86716954078076
ssp2,33,esp,55.93286197476744
ssp2,33,fin,6.536776809433953
ssp2,33,fra,101.72302593946985
ssp2,33,gbr,97.14973064331862
ssp2,33,golf57,344.6857718757289
ssp2,33,grc,10.613791853626651
ssp2,33,hun,6.638024957450831
ssp2,33,idn,203.54433357232784
ssp2,33,irl,6.947678647345155
ssp2,33,ita,50.78674458678396
ssp2,33,jpn,59.899856541910665
ssp2,33,meme,91.47803811706098
ssp2,33,mex,102.78131234739186
ssp2,33,mys,47.41806804804792
ssp2,33,nde,1203.6169633379175
ssp2,33,nld,21.52041865676422
ssp2,33,noan,34.110909006295785
ssp2,33,noap,50.94792994259829
ssp2,33,nor,9.648862335980516
ssp2,33,oeu,9.801476595604985
ssp2,33,osea,230.206926741128
ssp2,33,pol,20.71242965978385
ssp2,33,prt,7.068699852195002
ssp2,33,rcam,72.22871849834254
ssp2,33,rcz,8.822436715705159
ssp2,33,rfa,93.2781944380196
ssp2,33,ris,88.83289444985923
ssp2,33,rjan57,26.54502500550314
ssp2,33,rom,4.670237068208194
ssp2,33,rsaf,2919.521746988282
ssp2,33,rsam,136.30437313475085
ssp2,33,rsas,651.4677566722239
ssp2,33,rsl,3.4201011361293365
ssp2,33,rus,140.88343318454002
ssp2,33,slo,2.4437997932920514
ssp2,33,sui,15.206304747882827
ssp2,33,swe,19.109602694188986
ssp2,33,tha,38.96883844614568
ssp2,33,tur,72.28401781285444
ssp2,33,ukr,30.064901892240712
ssp2,33,usa,571.0661284900942
ssp2,33,vnm,55.941206796639904
ssp2,33,zaf,60.43729820705692
ssp2,34,arg,52.33538176431238
ssp2,34,aus,55.622541766544856
ssp2,34,aut,11.812801471807095
ssp2,34,bel,16.29554294849739
ssp2,34,bgr,1.9470536622226813
ssp2,34,blt,4.1798351508612335
ssp2,34,bra,134.34117931210832
ssp2,34,can,71.58745442085961
ssp2,34,chl,13.821246179787751
ssp2,34,chn,511.3168318334351
ssp2,34,cor,23.53618047865169
ssp2,34,cro,2.5916816944981274
ssp2,34,dnk,8.77478300206651
ssp2,34,egy,157.73195078706203
ssp2,34,esp,56.08339999533488
ssp2,34,fin,6.547809539731851
ssp2,34,fra,102.05526368452907
ssp2,34,gbr,97.42504605380647
ssp2,34,golf57,344.86687633012826
ssp2,34,grc,10.625516945109327
ssp2,34,hun,6.623053145509275
ssp2,34,idn,202.47652571169127
ssp2,34,irl,6.963585543438735
ssp2,34,ita,50.79380706018968
ssp2,34,jpn,59.57177550102075
ssp2,34,meme,91.66329167958503
ssp2,34,mex,102.25549718849747
ssp2,34,mys,47.409176695242934
ssp2,34,nde,1198.3136085710769
ssp2,34,nld,21.556759269243475
ssp2,34,noan,33.90243995710673
ssp2,34,noap,50.78110680880842
ssp2,34,nor,9.689600810364741
ssp2,34,oeu,9.76596960554648
ssp2,34,osea,229.55753177702883
ssp2,34,pol,20.60936847083407
ssp2,34,prt,7.059417151877737
ssp2,34,rcam,71.86807076314567
ssp2,34,rcz,8.818532977862942
ssp2,34,rfa,93.45610031870171
ssp2,34,ris,88.48820525634478
ssp2,34,rjan57,26.519745629595363
ssp2,34,rom,4.614876654062197
ssp2,34,rsaf,2926.985001705387
ssp2,34,rsam,135.75423843726583
ssp2,34,rsas,650.4702025596603
ssp2,34,rsl,3.407892774595262
ssp2,34,rus,141.0688364893502
ssp2,34,slo,2.449529883037551
ssp2,34,sui,15.274947340765927
ssp2,34,swe,19.198374977991424
