uni,t,n,value
ssp3,26,mys,65.48897886364367
ssp3,26,nde,2263.9805330439276
ssp3,26,nld,25.32658646582233
ssp3,26,noan,90.61800366251228
ssp3,26,noap,105.46651167867455
ssp3,26,nor,10.212798873474197
ssp3,26,oeu,21.158249420944585
ssp3,26,osea,433.87377897640715
ssp3,26,pol,40.84633429889046
ssp3,26,prt,9.955130443821563
ssp3,26,rcam,188.23601971634375
ssp3,26,rcz,10.956480880525843
ssp3,26,rfa,77.14416475397158
ssp3,26,ris,164.1378056844354
ssp3,26,rjan57,50.46892096404546
ssp3,26,rom,15.80373399380707
ssp3,26,rsaf,5686.814124223856
ssp3,26,rsam,279.1523250220215
ssp3,26,rsas,1378.8484107094134
ssp3,26,rsl,5.941130647106211
ssp3,26,rus,145.13578903678527
ssp3,26,slo,2.242345918399657
ssp3,26,sui,11.243995927438139
ssp3,26,swe,19.03173113712976
ssp3,26,tha,47.498458323817076
ssp3,26,tur,125.38955791077947
ssp3,26,ukr,32.97380828501749
ssp3,26,usa,594.749406058227
ssp3,26,vnm,120.14248762069064
ssp3,26,zaf,92.10244007936339
ssp3,27,arg,87.24237338830021
ssp3,27,aus,39.69763061274779
ssp3,27,aut,8.34335770161024
ssp3,27,bel,17.371019922214224
ssp3,27,bgr,6.127840030382539
ssp3,27,blt,5.983532934844287
ssp3,27,bra,252.2134678073722
ssp3,27,can,51.20165665308591
ssp3,27,chl,23.50848933838649
ssp3,27,chn,998.3360894898431
ssp3,27,cor,32.6697909243816
ssp3,27,cro,3.556126755615009
ssp3,27,dnk,11.157144561539111
ssp3,27,egy,273.63178111519255
ssp3,27,esp,45.829415484919686
ssp3,27,fin,10.696784252204356
ssp3,27,fra,122.06420014380974
ssp3,27,gbr,114.60381707814105
ssp3,27,golf57,596.4044698059361
ssp3,27,grc,9.77159151660746
ssp3,27,hun,7.632717874276984
ssp3,27,idn,350.72723405505246
ssp3,27,irl,9.365864662123277
ssp3,27,ita,53.83009445617666
ssp3,27,jpn,74.93726855978443
ssp3,27,meme,185.46689056335362
ssp3,27,mex,265.0873242721059
ssp3,27,mys,66.2902734641172
ssp3,27,nde,2279.4271112109454
ssp3,27,nld,25.666715220700127
ssp3,27,noan,91.63424691809949
ssp3,27,noap,106.76526838119851
ssp3,27,nor,10.409947625900212
ssp3,27,oeu,21.260642251873502
ssp3,27,osea,438.381267774952
ssp3,27,pol,41.16068273158053
ssp3,27,prt,10.01935031985794
ssp3,27,rcam,190.5480472584237
ssp3,27,rcz,11.043819701815313
ssp3,27,rfa,77.4913557014499
ssp3,27,ris,165.1121563095199
ssp3,27,rjan57,51.31061250581065
ssp3,27,rom,15.812077032390635
ssp3,27,rsaf,5836.948594770893
ssp3,27,rsam,281.82262209773467
ssp3,27,rsas,1403.583679807241
ssp3,27,rsl,5.98783556701397
ssp3,27,rus,146.2594798691867
ssp3,27,slo,2.261272194312409
ssp3,27,sui,11.368941837582122
ssp3,27,swe,19.395214760976213
ssp3,27,tha,47.0556036480404
ssp3,27,tur,126.24804174442872
ssp3,27,ukr,33.04793616175192
ssp3,27,usa,605.0817816622239
ssp3,27,vnm,120.41083307225479
ssp3,27,zaf,92.6020304664485
ssp3,28,arg,88.2332610035113
ssp3,28,aus,40.09119063692847
ssp3,28,aut,8.3616833323134
ssp3,28,bel,17.592382567091548
ssp3,28,bgr,6.167303367860511
ssp3,28,blt,6.023736584723999
ssp3,28,bra,252.68091611731683
ssp3,28,can,51.656686796977155
ssp3,28,chl,23.577274611895028
ssp3,28,chn,992.3653946032384
ssp3,28,cor,32.38300379486796
ssp3,28,cro,3.5695462922403443
ssp3,28,dnk,11.369602327678104
ssp3,28,egy,276.92625860210575
ssp3,28,esp,46.06328720527868
ssp3,28,fin,10.919652572602178
ssp3,28,fra,124.08798554099619
ssp3,28,gbr,116.33508286954746
ssp3,28,golf57,607.6303383438149
ssp3,28,grc,9.803594887754063
ssp3,28,hun,7.627758341399178
ssp3,28,idn,351.1229595539247
ssp3,28,irl,9.511620079789864
ssp3,28,ita,54.04610953578978
ssp3,28,jpn,74.37465105014579
ssp3,28,meme,189.65420978492085
ssp3,28,mex,268.158479577958
ssp3,28,mys,67.02763609315535
ssp3,28,nde,2293.5652624311456
ssp3,28,nld,25.980075753428007
ssp3,28,noan,92.5685038465434
ssp3,28,noap,107.96067263729586
ssp3,28,nor,10.592633561343689
ssp3,28,oeu,21.354605955048896
ssp3,28,osea,442.53532460531943
ssp3,28,pol,41.44865329529571
ssp3,28,prt,10.078108641795774
ssp3,28,rcam,192.68486238501703
ssp3,28,rcz,11.12385155326701
ssp3,28,rfa,77.80840433480668
ssp3,28,ris,166.0040574298889
ssp3,28,rjan57,52.09151297850193
ssp3,28,rom,15.819665616939945
ssp3,28,rsaf,5977.32000702591
ssp3,28,rsam,284.27599627080644
ssp3,28,rsas,1426.5605356639908
ssp3,28,rsl,6.030628367544506
ssp3,28,rus,147.28892607872066
ssp3,28,slo,2.2786231225653983
ssp3,28,sui,11.483791236031001
ssp3,28,swe,19.731965426855943
ssp3,28,tha,46.65676210794505
ssp3,28,tur,127.03382490092488
ssp3,28,ukr,33.11547663665773
ssp3,28,usa,614.6380329254929
ssp3,28,vnm,120.65532836064031
ssp3,28,zaf,93.0586671123174
ssp3,29,arg,89.13518879346312
ssp3,29,aus,40.44890621696843
ssp3,29,aut,8.378212625873193
ssp3,29,bel,17.794147732117263
ssp3,29,bgr,6.203049101371076
ssp3,29,blt,6.060190327805316
ssp3,29,bra,253.10239932120373
ssp3,29,can,52.06985340224716
ssp3,29,chl,23.639362495700702
ssp3,29,chn,987.0239069573237
ssp3,29,cor,32.12716114646014
ssp3,29,cro,3.5816694516344865
ssp3,29,dnk,11.564455434509641
ssp3,29,egy,279.9269867657108
ssp3,29,esp,46.27484587560189
ssp3,29,fin,11.12441319165588
ssp3,29,fra,125.9395907415993
ssp3,29,gbr,117.91676015572055
ssp3,29,golf57,617.9654963008395
ssp3,29,grc,9.832492255875465
ssp3,29,hun,7.6232976621220025
ssp3,29,idn,351.47951435024214
ssp3,29,irl,9.644841430587308
ssp3,29,ita,54.24130327072354
ssp3,29,jpn,73.87209693278263
ssp3,29,meme,193.52212262348542
ssp3,29,mex,270.9545419912168
ssp3,29,mys,67.69864413470692
ssp3,29,nde,2306.3685212494456
ssp3,29,nld,26.265543421478306
ssp3,29,noan,93.41793980215648
ssp3,29,noap,109.0487293594403
ssp3,29,nor,10.759936291045657
ssp3,29,oeu,21.439900388902853
ssp3,29,osea,446.32065766427974
ssp3,29,pol,41.70964004615374
ssp3,29,prt,10.13130126006693
ssp3,29,rcam,194.6371035974662
ssp3,29,rcz,11.196402193643898
ssp3,29,rfa,78.09491556217195
ssp3,29,ris,166.81182121524824
ssp3,29,rjan57,52.807508434733286
ssp3,29,rom,15.826498620779166
ssp3,29,rsaf,6106.928989659663
ssp3,29,rsam,286.5054141576701
ssp3,29,rsas,1447.6507855340224
ssp3,29,rsl,6.069417129614894
ssp3,29,rus,148.221948841514
ssp3,29,slo,2.2943587795876756
ssp3,29,sui,11.588199885559815
ssp3,29,swe,20.04030319576692
ssp3,29,tha,46.30084723126504
ssp3,29,tur,127.74543147065728
ssp3,29,ukr,33.17638729404471
ssp3,29,usa,623.3744915182732
ssp3,29,vnm,120.87582092509732
ssp3,29,zaf,93.4716666725283
ssp3,3,arg,46.89
ssp3,3,aus,26.69
ssp3,3,aut,9.01
ssp3,3,bel,11.71
ssp3,3,bgr,6.59
ssp3,3,blt,5.8
ssp3,3,bra,218.8
ssp3,3,can,39.5
ssp3,3,chl,19.69
ssp3,3,chn,1410.97
ssp3,3,cor,51.47
ssp3,3,cro,3.81
ssp3,3,dnk,5.96
ssp3,3,egy,116.28
ssp3,3,esp,47.21
ssp3,3,fin,5.55
ssp3,3,fra,68.26
ssp3,3,gbr,68.17
ssp3,3,golf57,235.05999999999997
ssp3,3,grc,10.46
ssp3,3,hun,9.84
ssp3,3,idn,282.0
ssp3,3,irl,5.16
ssp3,3,ita,58.35
ssp3,3,jpn,122.86
ssp3,3,meme,57.29
ssp3,3,mex,130.3
ssp3,3,mys,35.03
ssp3,3,nde,1454.61
ssp3,3,nld,17.72
ssp3,3,noan,51.24
ssp3,3,noap,53.96
ssp3,3,nor,5.56
ssp3,3,oeu,20.419999999999995
ssp3,3,osea,245.39
ssp3,3,pol,38.9
ssp3,3,prt,10.22
ssp3,3,rcam,97.32000000000001
ssp3,3,rcz,10.52
ssp3,3,rfa,82.78
ssp3,3,ris,110.03999999999999
ssp3,3,rjan57,20.99
ssp3,3,rom,19.21
ssp3,3,rsaf,1244.8600000000004
ssp3,3,rsam,160.78
ssp3,3,rsas,526.1800000000001
ssp3,3,rsl,5.62
ssp3,3,rus,142.1
ssp3,3,slo,2.1
ssp3,3,sui,8.91
ssp3,3,swe,10.64
ssp3,3,tha,71.95
ssp3,3,tur,86.7
ssp3,3,ukr,39.53
ssp3,3,usa,338.55
ssp3,3,vnm,100.1
ssp3,3,zaf,61.67
ssp3,30,arg,89.9450975680613
ssp3,30,aus,40.76971271877955
ssp3,30,aut,8.392934375655509
ssp3,30,bel,17.9755514550055
ssp3,30,bgr,6.235007248955364
ssp3,30,blt,6.09281175139482
ssp3,30,bra,253.477675994045
ssp3,30,can,52.440050062820916
ssp3,30,chl,23.694697059872095
ssp3,30,chn,982.301474376738
ssp3,30,cor,31.901542161730383
ssp3,30,cro,3.592482192054419
ssp3,30,dnk,11.74062655820016
ssp3,30,egy,282.6232032713246
ssp3,30,esp,46.463761709675055
ssp3,30,fin,11.30983559337814
ssp3,30,fra,127.61002124862894
ssp3,30,gbr,119.34181044319486
ssp3,30,golf57,627.3423030797302
ssp3,30,grc,9.858254519754473
ssp3,30,hun,7.619334932618269
ssp3,30,idn,351.79677378755815
ssp3,30,irl,9.764919005205993
ssp3,30,ita,54.41543544808963
ssp3,30,jpn,73.4284006411309
ssp3,30,meme,197.0420923699745
ssp3,30,mex,273.46584571067154
ssp3,30,mys,68.30106675404949
ssp3,30,nde,2317.812725545361
ssp3,30,nld,26.522080640461553
ssp3,30,noan,94.1799484442797
ssp3,30,noap,110.02575735130232
ssp3,30,nor,10.910998647728503
ssp3,30,oeu,21.51630499442661
ssp3,30,osea,449.7231755405176
ssp3,30,pol,41.943089012678925
ssp3,30,prt,10.178833145235838
ssp3,30,rcam,196.39608122945904
ssp3,30,rcz,11.261312257107384
ssp3,30,rfa,78.35052999582818
ssp3,30,ris,167.53390437258452
ssp3,30,rjan57,53.45473462149012
ssp3,30,rom,15.83257502542391
ssp3,30,rsaf,6224.828480176006
ssp3,30,rsam,288.50440527184077
ssp3,30,rsas,1466.7339843046002
ssp3,30,rsl,6.104117796145555
ssp3,30,rus,149.05655606719873
ssp3,30,slo,2.308442623070604
ssp3,30,sui,11.68185136552868
ssp3,30,swe,20.318664040079284
ssp3,30,tha,45.98689182896164
ssp3,30,tur,128.3815139443779
ssp3,30,ukr,33.230629687700564
ssp3,30,usa,631.2506146508473
ssp3,30,vnm,121.07217248544693
ssp3,30,zaf,93.84040665058814
ssp3,31,arg,90.66020693335474
ssp3,31,aus,41.05264472789555
ssp3,31,aut,8.40583854145654
ssp3,31,bel,18.135897879206183
ssp3,31,bgr,6.263114695594998
ssp3,31,blt,6.121526348579222
ssp3,31,bra,253.80652995492795
ssp3,31,can,52.7662751023972
ssp3,31,chl,23.743228138843328
ssp3,31,chn,978.1891161074765
ssp3,31,cor,31.705511945089015
ssp3,31,cro,3.6019719022828895
ssp3,31,dnk,11.897124584600052
ssp3,31,egy,285.00511608738486
ssp3,31,esp,46.629737902897006
ssp3,31,fin,11.474784497859089
ssp3,31,fra,129.09103458475334
ssp3,31,gbr,120.6037987383557
ssp3,31,golf57,635.6980143845267
ssp3,31,grc,9.880855563238745
ssp3,31,hun,7.6158693467143435
ssp3,31,idn,352.07462636986094
ssp3,31,irl,9.871294970437276
ssp3,31,ita,54.5682902464599
ssp3,31,jpn,73.04249822849157
ssp3,31,meme,200.1874166520996
ssp3,31,mex,275.6836026695562
ssp3,31,mys,68.83287716998625
ssp3,31,nde,2327.876092194325
ssp3,31,nld,26.748743120368243
ssp3,31,noan,94.85216501800855
ssp3,31,noap,110.88841017941841
ssp3,31,nor,11.045033923058458
ssp3,31,oeu,21.583619841583854
ssp3,31,osea,452.7300671504782
ssp3,31,pol,42.14850014606542
ssp3,31,prt,10.220618669752303
ssp3,31,rcam,197.95384324259308
ssp3,31,rcz,11.31843783374956
ssp3,31,rfa,78.57492470105909
ssp3,31,ris,168.1689136278922
ssp3,31,rjan57,54.02961714441356
ssp3,31,rom,15.837893920833878
ssp3,31,rsaf,6330.135575051813
ssp3,31,rsam,290.2670958584937
ssp3,31,rsas,1483.698699012207
ssp3,31,rsl,6.134654474155391
ssp3,31,rus,149.79094945319167
ssp3,31,slo,2.3208416326638983
ssp3,31,sui,11.764458659583573
ssp3,31,swe,20.565612919518102
ssp3,31,tha,45.71404360393589
ssp3,31,tur,128.9408574471233
ssp3,31,ukr,33.27816938124387
ssp3,31,usa,638.2292954945963
ssp3,31,vnm,121.24425918628944
ssp3,31,zaf,94.16432695586478
ssp3,32,arg,91.2780310898084
ssp3,32,aus,41.29684086155502
ssp3,32,aut,8.416916260885834
ssp3,32,bel,18.27456366877098
ssp3,32,bgr,6.287315400019727
ssp3,32,blt,6.146267819229501
ssp3,32,bra,254.08877047406855
ssp3,32,can,53.04763606595112
ssp3,32,chl,23.78491140699376
ssp3,32,chn,974.6789943267485
ssp3,32,cor,31.53851853919538
ssp3,32,cro,3.6101274260627645
ssp3,32,dnk,12.03305380011464
ssp3,32,egy,287.063962325446
ssp3,32,esp,46.77251140643638
ssp3,32,fin,11.618231306974893
ssp3,32,fra,130.37520742359973
ssp3,32,gbr,121.69694154839151
ssp3,32,golf57,642.9755070097864
ssp3,32,grc,9.900272299230966
ssp3,32,hun,7.612900195617166
ssp3,32,idn,352.31297382674296
ssp3,32,irl,9.963467648982045
ssp3,32,ita,54.69967668017539
ssp3,32,jpn,72.7134631095909
ssp3,32,meme,202.9335947980095
ssp3,32,mex,277.5999534299704
ssp3,32,mys,69.29226394233191
ssp3,32,nde,2336.539285867365
ssp3,32,nld,26.94468561605401
ssp3,32,noan,95.43247854573048
ssp3,32,noap,111.63369539519117
ssp3,32,nor,11.161332626572696
ssp3,32,oeu,21.641666594504734
ssp3,32,osea,455.32987549596254
ssp3,32,pol,42.32542909682113
ssp3,32,prt,10.256581863953281
ssp3,32,rcam,199.30323654154455
ssp3,32,rcz,11.367650998750452
ssp3,32,rfa,78.76781387379646
ssp3,32,ris,168.7156107291034
ssp3,32,rjan57,54.52890969145408
ssp3,32,rom,15.842454505639598
ssp3,32,rsaf,6422.04289530062
ssp3,32,rsam,291.7882400318995
ssp3,32,rsas,1498.443710159595
ssp3,32,rsl,6.160959710058908
ssp3,32,rus,150.42353091160382
ssp3,32,slo,2.33152643834705
ssp3,32,sui,11.835765612478525
ssp3,32,swe,20.779855987106306
ssp3,32,tha,45.48156128759346
ssp3,32,tur,129.42238358835831
ssp3,32,ukr,33.31897598447025
ssp3,32,usa,644.2771518632717
ssp3,32,vnm,121.39197172688976
ssp3,32,zaf,94.44293131608262
ssp3,33,arg,91.79639313702818
ssp3,33,aus,41.501548112808955
ssp3,33,aut,8.426159859480837
ssp3,33,bel,18.391002017406027
ssp3,33,bgr,6.307560580069405
ssp3,33,blt,6.166978340850438
ssp3,33,bra,254.32423245666325
ssp3,33,can,53.2833537658268
ssp3,33,chl,23.819708445905043
ssp3,33,chn,971.7643892409594
ssp3,33,cor,31.400090331590622
ssp3,33,cro,3.6169390838783473
ssp3,33,dnk,12.14762234926724
ssp3,33,egy,288.7920615932485
ssp3,33,esp,46.891853619209456
ssp3,33,fin,11.739264677206947
ssp3,33,fra,131.45599704343985
ssp3,33,gbr,122.61615068641639
ssp3,33,golf57,649.1239543449325
ssp3,33,grc,9.916484708862818
ssp3,33,hun,7.610426867673075
ssp3,33,idn,352.5117311711824
ssp3,33,irl,10.040995428902777
ssp3,33,ita,54.80942899560649
ssp3,33,jpn,72.44050234975695
ssp3,33,meme,205.25867584424753
ssp3,33,mex,279.2080132876451
ssp3,33,mys,69.67764118730723
ssp3,33,nde,2343.7854806662813
ssp3,33,nld,27.109167143320544
ssp3,33,noan,95.91904284181726
ssp3,33,noap,112.25899195148297
ssp3,33,nor,11.259268685665255
ssp3,33,oeu,21.69028938729912
ssp3,33,osea,457.51256460443454
ssp3,33,pol,42.4734888089982
ssp3,33,prt,10.286656645246708
ssp3,33,rcam,200.43796311529337
ssp3,33,rcz,11.408840287449957
ssp3,33,rfa,78.92894944508136
ssp3,33,ris,169.17291694278816
ssp3,33,rjan57,54.949729687884286
ssp3,33,rom,15.846256087343203
ssp3,33,rsaf,6499.829259583456
ssp3,33,rsam,293.0632479703781
ssp3,33,rsas,1510.8791305582265
ssp3,33,rsl,6.182974736774204
ssp3,33,rus,150.95290833678052
ssp3,33,slo,2.340471435781118
ssp3,33,sui,11.895548245734751
ssp3,33,swe,20.960251781295252
ssp3,33,tha,45.28881127969254
ssp3,33,tur,129.82515391133563
ssp3,33,ukr,33.35302318563816
ssp3,33,usa,649.3647900412674
ssp3,33,vnm,121.51521547654991
ssp3,33,zaf,94.67578853943382
ssp3,34,arg,92.21343777049171
ssp3,34,aus,41.66612569617301
ssp3,34,aut,8.433562859536838
ssp3,34,bel,18.48474621588711
ssp3,34,bgr,6.323808875755968
ssp3,34,blt,6.183608807669649
ssp3,34,bra,254.51277660329166
ssp3,34,can,53.47276585688742
ssp3,34,chl,23.847586803153117
ssp3,34,chn,969.4396776609982
ssp3,34,cor,31.289833834467522
ssp3,34,cro,3.6223986920243254
ssp3,34,dnk,12.240149848359513
ssp3,34,egy,290.1828634093836
ssp3,34,esp,46.98757099514113
ssp3,34,fin,11.837100069213678
ssp3,34,fra,132.32779639779818
ssp3,34,gbr,123.3570724203324
ssp3,34,golf57,654.0994412621477
ssp3,34,grc,9.92947587575996
ssp3,34,hun,7.608448848158345
ssp3,34,idn,352.6708267498897
ssp3,34,irl,10.103500260451186
ssp3,34,ita,54.89740701821743
ssp3,34,jpn,72.22295348088417
ssp3,34,meme,207.14357985040414
ssp3,34,mex,280.50191321107496
ssp3,34,mys,69.9876576407398
ssp3,34,nde,2349.6004143205123
ssp3,34,nld,27.24155561585853
ssp3,34,noan,96.31028627029897
ssp3,34,noap,112.76206567072467
ssp3,34,nor,11.338305011540038
ssp3,34,oeu,21.729355602934696
ssp3,34,osea,459.2695790648667
ssp3,34,pol,42.592350924041725
ssp3,34,prt,10.310787019513686
ssp3,34,rcam,201.3526303574483
ssp3,34,rcz,11.44191111387684
ssp3,34,rfa,79.05812161055624
ssp3,34,ris,169.53991701967635
ssp3,34,rjan57,55.28959077894354
ssp3,34,rom,15.849298082493178
ssp3,34,rsaf,6562.869463664445
ssp3,34,rsam,294.08821094330773
ssp3,34,rsas,1520.927423223467
ssp3,34,rsl,6.200649691380753
ssp3,34,rus,151.37790068447495
ssp3,34,slo,2.347654888009921
ssp3,34,sui,11.943615922736177
ssp3,34,swe,21.105821270086057
ssp3,34,tha,45.135264770120706
ssp3,34,tur,130.14837292629528
ssp3,34,ukr,33.380288779646534
ssp3,34,usa,653.4670408663425
ssp3,34,vnm,121.6139105752985
ssp3,34,zaf,94.86253362182941
ssp3,35,arg,92.52764226732309
ssp3,35,aus,41.790048367501676
ssp3,35,aut,8.439119987638128
ssp3,35,bel,18.55541274549604
ssp3,35,bgr,6.336026489266087
ssp3,35,blt,6.196119036531275
ssp3,35,bra,254.65428954665288
ssp3,35,can,53.615329917892204
ssp3,35,chl,23.868520042509694
ssp3,35,chn,967.7003149592331
ssp3,35,cor,31.207431822935376
ssp3,35,cro,3.62649957890996
ssp3,35,dnk,12.310074053777273
ssp3,35,egy,291.2309882726879
ssp3,35,esp,47.0595055634605
ssp3,35,fin,11.911088135587821
ssp3,35,fra,132.9859821599042
ssp3,35,gbr,123.91612154728361
ssp3,35,golf57,657.8655078169843
ssp3,35,grc,9.939232015316238
ssp3,35,hun,7.606965719101314
ssp3,35,idn,352.79020228617736
ssp3,35,irl,10.150670701840717
ssp3,35,ita,54.96349644942165
ssp3,35,jpn,72.06028182628384
ssp3,35,meme,208.5723855097396
ssp3,35,mex,281.47683527657773
ssp3,35,mys,70.22120449704956
ssp3,35,nde,2353.972434702475
ssp3,35,nld,27.341331862722058
ssp3,35,noan,96.60492017357709
ssp3,35,noap,113.14108263564398
ssp3,35,nor,11.397998362510116
ssp3,35,oeu,21.758756548329146
ssp3,35,osea,460.5938956300974
ssp3,35,pol,42.6817469871649
ssp3,35,prt,10.32892725387372
ssp3,35,rcam,202.04279497504666
ssp3,35,rcz,11.466786130546266
ssp3,35,rfa,79.1551592834121
ssp3,35,ris,169.81586260672574
ssp3,35,rjan57,55.546431574415564
ssp3,35,rom,15.851580016832985
ssp3,35,rsaf,6610.642976591017
ssp3,35,rsam,294.85992296702267
ssp3,35,rsas,1528.5243010591448
ssp3,35,rsl,6.213943802204272
ssp3,35,rus,151.6975423368442
ssp3,35,slo,2.3530590129481435
ssp3,35,sui,11.979812354830575
ssp3,35,swe,21.215756624567522
ssp3,35,tha,45.02049532428696
ssp3,35,tur,130.39139071384534
ssp3,35,ukr,33.40075469206208
ssp3,35,usa,656.5631654353035
ssp3,35,vnm,121.68799201974784
ssp3,35,zaf,95.00286869532673
ssp3,36,arg,92.73782567070049
ssp3,36,aus,41.872909194166446
ssp3,36,aut,8.442827180878165
ssp3,36,bel,18.60270386899398
ssp3,36,bgr,6.344187301244713
ssp3,36,blt,6.204477938341846
ssp3,36,bra,254.74868396444793
ssp3,36,can,53.71062601915944
ssp3,36,chl,23.8824877854449
ssp3,36,chn,966.542820327291
ssp3,36,cor,31.15264181945658
ssp3,36,cro,3.6292365985532618
ssp3,36,dnk,12.356956494352378
ssp3,36,egy,291.93226202856937
ssp3,36,esp,47.107535360083105
ssp3,36,fin,11.960721822578224
ssp3,36,fra,133.42695516985904
ssp3,36,gbr,124.29051002352834
ssp3,36,golf57,660.3936121862185
ssp3,36,grc,9.945742498906505
ssp3,36,hun,7.605977159136026
ssp3,36,idn,352.8698129153166
ssp3,36,irl,10.182264479908557
ssp3,36,ita,55.00760911235225
ssp3,36,jpn,71.95207831931289
ssp3,36,meme,209.5325775749622
ssp3,36,mex,282.1290423019478
ssp3,36,mys,70.37742196080825
ssp3,36,nde,2356.892538450151
ssp3,36,nld,27.408092990854907
ssp3,36,noan,96.80194590914313
ssp3,36,noap,113.39462038929594
ssp3,36,nor,11.43800344357042
ssp3,36,oeu,21.77840801959864
ssp3,36,osea,461.4800664205568
ssp3,36,pol,42.74146945008125
ssp3,36,prt,10.341042020070741
ssp3,36,rcam,202.50499996059656
ssp3,36,rcz,11.483405527620947
ssp3,36,rfa,79.21993046942835
ssp3,36,ris,170.00017508630316
ssp3,36,rjan57,55.71864014074221
ssp3,36,rom,15.853101525423556
ssp3,36,rsaf,6642.741380335479
ssp3,36,rsam,295.3758989109419
ssp3,36,rsas,1533.6194926687886
ssp3,36,rsl,6.222825544351655
ssp3,36,rus,151.91108673081303
ssp3,36,slo,2.3566700561663287
ssp3,36,sui,12.004016441053174
ssp3,36,swe,21.289428612823514
ssp3,36,tha,44.94417691670559
ssp3,36,tur,130.55370508666147
ssp3,36,ukr,33.41440699895999
ssp3,36,usa,658.637028099577
ssp3,36,vnm,121.73740973398967
ssp3,36,zaf,95.09656381430078
ssp3,37,arg,92.84315609598558
ssp3,37,aus,41.91442175524529
ssp3,37,aut,8.44468159175854
ssp3,37,bel,18.626409694839268
ssp3,37,bgr,6.348272962803291
ssp3,37,blt,6.208663654008174
ssp3,37,bra,254.79589866825225
ssp3,37,can,53.75835875962833
ssp3,37,chl,23.889475743840443
ssp3,37,chn,965.964765267901
ssp3,37,cor,31.125294914345226
ssp3,37,cro,3.630606141227166
ssp3,37,dnk,12.380486989620108
ssp3,37,egy,292.28374322751387
ssp3,37,esp,47.13157476844117
ssp3,37,fin,11.985642078240987
ssp3,37,fra,133.64817279398278
ssp3,37,gbr,124.47826983265709
ssp3,37,golf57,661.6635044808445
ssp3,37,grc,9.948999872978888
ssp3,37,hun,7.605482943387326
ssp3,37,idn,352.90962721235263
ssp3,37,irl,10.198110536472482
ssp3,37,ita,55.02968314581211
ssp3,37,jpn,71.89805780335955
ssp3,37,meme,210.0152483426474
ssp3,37,mex,282.45590142566476
ssp3,37,mys,70.45570445712355
ssp3,37,nde,2358.354401518923
ssp3,37,nld,27.441555062439907
ssp3,37,noan,96.90066044078348
ssp3,37,noap,113.52167684790133
ssp3,37,nor,11.458076189695438
ssp3,37,oeu,21.788250752278863
ssp3,37,osea,461.9242533332358
ssp3,37,pol,42.77137246488744
ssp3,37,prt,10.34710650785478
ssp3,37,rcam,202.7368041757389
ssp3,37,rcz,11.49172726982754
ssp3,37,rfa,79.25234256296135
ssp3,37,ris,170.09244782603938
ssp3,37,rjan57,55.805073790002034
ssp3,37,rom,15.853862352739588
ssp3,37,rsaf,6658.874400484807
ssp3,37,rsam,295.6343889017627
ssp3,37,rsas,1536.1773605967546
ssp3,37,rsl,6.227272762871194
ssp3,37,rus,152.01800923085275
ssp3,37,slo,2.358478348558698
ssp3,37,sui,12.016142935206465
ssp3,37,swe,21.326392520415773
ssp3,37,tha,44.9060824001123
ssp3,37,tur,130.634963299508
ssp3,37,ukr,33.42123594254775
ssp3,37,usa,659.6772347497463
ssp3,37,vnm,121.76212862542226
ssp3,37,zaf,95.14345757647325
ssp3,38,arg,92.84315609598558
ssp3,38,aus,41.91442175524529
ssp3,38,aut,8.44468159175854
ssp3,38,bel,18.626409694839268
ssp3,38,bgr,6.348272962803291
ssp3,38,blt,6.208663654008174
ssp3,38,bra,254.79589866825225
ssp3,38,can,53.75835875962833
ssp3,38,chl,23.889475743840443
ssp3,38,chn,965.964765267901
ssp3,38,cor,31.125294914345226
ssp3,38,cro,3.630606141227166
ssp3,38,dnk,12.380486989620108
ssp3,38,egy,292.28374322751387
ssp3,38,esp,47.13157476844117
ssp3,38,fin,11.985642078240987
ssp3,38,fra,133.64817279398278
ssp3,38,gbr,124.47826983265709
ssp3,38,golf57,661.6635044808445
ssp3,38,grc,9.948999872978888
ssp3,38,hun,7.605482943387326
ssp3,38,idn,352.90962721235263
ssp3,38,irl,10.198110536472482
ssp3,38,ita,55.02968314581211
ssp3,38,jpn,71.89805780335955
ssp3,38,meme,210.0152483426474
ssp3,38,mex,282.45590142566476
ssp3,38,mys,70.45570445712355
ssp3,38,nde,2358.354401518923
ssp3,38,nld,27.441555062439907
ssp3,38,noan,96.90066044078348
ssp3,38,noap,113.52167684790133
ssp3,38,nor,11.458076189695438
ssp3,38,oeu,21.788250752278863
ssp3,38,osea,461.9242533332358
ssp3,38,pol,42.77137246488744
ssp3,38,prt,10.34710650785478
ssp3,38,rcam,202.7368041757389
ssp3,38,rcz,11.49172726982754
ssp3,38,rfa,79.25234256296135
ssp3,38,ris,170.09244782603938
ssp3,38,rjan57,55.805073790002034
ssp3,38,rom,15.853862352739588
ssp3,38,rsaf,6658.874400484807
ssp3,38,rsam,295.6343889017627
ssp3,38,rsas,1536.1773605967546
ssp3,38,rsl,6.227272762871194
ssp3,38,rus,152.01800923085275
ssp3,38,slo,2.358478348558698
ssp3,38,sui,12.016142935206465
ssp3,38,swe,21.326392520415773
ssp3,38,tha,44.9060824001123
ssp3,38,tur,130.634963299508
ssp3,38,ukr,33.42123594254775
ssp3,38,usa,659.6772347497463
ssp3,38,vnm,121.76212862542226
ssp3,38,zaf,95.14345757647325
ssp3,39,arg,92.84315609598558
ssp3,39,aus,41.91442175524529
