t,n,value
25,fra,0.8678287559695201
25,gbr,0.8810794219478477
25,golf57,0.47811613127876906
25,grc,0.6480084191477684
25,hun,0.4956997036317266
25,idn,0.35092421940954294
25,irl,0.8952076951262309
25,ita,0.7774363364141855
25,jpn,0.9370198527493715
25,meme,0.9015092161659254
25,mex,0.4709561725622803
25,mys,0.38479837791585436
25,nde,0.3203448118942408
25,nld,0.8813976482310427
25,noan,0.3804037452099014
25,noap,0.3717751920781812
25,nor,1.1787019947612325
25,oeu,0.5592409097149621
25,osea,0.7493429408658779
25,pol,0.4611645013626862
25,prt,0.6487375175028224
25,rcam,0.64161782575116
25,rcz,0.5315198847837564
25,rfa,0.8392891192769426
25,ris,0.3337645417675484
25,rjan57,0.9578590147768516
25,rom,0.39816672633711286
25,rsaf,0.39872076456067007
25,rsam,0.6394360254912552
25,rsas,0.3322472739588765
25,rsl,0.5819636024661538
25,rus,0.4134902850051763
25,slo,0.6424956692978083
25,sui,1.2061907703765136
25,swe,1.0354884905230555
25,tha,0.3784558563127214
25,tur,0.3793700830569337
25,ukr,0.22244530174037472
25,usa,1.0
25,vnm,0.3305905103580242
25,zaf,0.48274238286760734
26,arg,0.6192723186669625
26,aus,1.114377404027453
26,aut,0.8733505209459722
26,bel,0.8740548277031729
26,bgr,0.3896747522951155
26,blt,0.5358888577116262
26,bra,0.6835736479534811
26,can,0.9340245924373557
26,chl,0.6129295375795774
26,chn,0.6190168650861306
26,cor,0.7719442508593674
26,cro,0.5019240757870589
26,dnk,1.0407072347578705
26,egy,0.22191596419914877
26,esp,0.7108866726490095
26,fin,0.9732471376056738
26,fra,0.8678287559695201
26,gbr,0.8810794219478477
26,golf57,0.47811613127876906
26,grc,0.6480084191477684
26,hun,0.4956997036317266
26,idn,0.35092421940954294
26,irl,0.8952076951262309
26,ita,0.7774363364141855
26,jpn,0.9370198527493715
26,meme,0.9015092161659254
26,mex,0.4709561725622803
26,mys,0.38479837791585436
26,nde,0.3203448118942408
26,nld,0.8813976482310427
26,noan,0.3804037452099014
26,noap,0.3717751920781812
26,nor,1.1787019947612325
26,oeu,0.5592409097149621
26,osea,0.7493429408658779
26,pol,0.4611645013626862
26,prt,0.6487375175028224
26,rcam,0.64161782575116
26,rcz,0.5315198847837564
26,rfa,0.8392891192769426
26,ris,0.3337645417675484
26,rjan57,0.9578590147768516
26,rom,0.39816672633711286
26,rsaf,0.39872076456067007
26,rsam,0.6394360254912552
26,rsas,0.3322472739588765
26,rsl,0.5819636024661538
26,rus,0.4134902850051763
26,slo,0.6424956692978083
26,sui,1.2061907703765136
26,swe,1.0354884905230555
26,tha,0.3784558563127214
26,tur,0.3793700830569337
26,ukr,0.22244530174037472
26,usa,1.0
26,vnm,0.3305905103580242
26,zaf,0.48274238286760734
27,arg,0.6192723186669625
27,aus,1.114377404027453
27,aut,0.8733505209459722
27,bel,0.8740548277031729
27,bgr,0.3896747522951155
27,blt,0.5358888577116262
27,bra,0.6835736479534811
27,can,0.9340245924373557
27,chl,0.6129295375795774
27,chn,0.6190168650861306
27,cor,0.7719442508593674
27,cro,0.5019240757870589
27,dnk,1.0407072347578705
27,egy,0.22191596419914877
27,esp,0.7108866726490095
27,fin,0.9732471376056738
27,fra,0.8678287559695201
27,gbr,0.8810794219478477
27,golf57,0.47811613127876906
27,grc,0.6480084191477684
27,hun,0.4956997036317266
27,idn,0.35092421940954294
27,irl,0.8952076951262309
27,ita,0.7774363364141855
27,jpn,0.9370198527493715
27,meme,0.9015092161659254
27,mex,0.4709561725622803
27,mys,0.38479837791585436
27,nde,0.3203448118942408
27,nld,0.8813976482310427
27,noan,0.3804037452099014
27,noap,0.3717751920781812
27,nor,1.1787019947612325
27,oeu,0.5592409097149621
27,osea,0.7493429408658779
27,pol,0.4611645013626862
27,prt,0.6487375175028224
27,rcam,0.64161782575116
27,rcz,0.5315198847837564
27,rfa,0.8392891192769426
27,ris,0.3337645417675484
27,rjan57,0.9578590147768516
27,rom,0.39816672633711286
27,rsaf,0.39872076456067007
27,rsam,0.6394360254912552
27,rsas,0.3322472739588765
27,rsl,0.5819636024661538
27,rus,0.4134902850051763
27,slo,0.6424956692978083
27,sui,1.2061907703765136
27,swe,1.0354884905230555
27,tha,0.3784558563127214
27,tur,0.3793700830569337
27,ukr,0.22244530174037472
27,usa,1.0
27,vnm,0.3305905103580242
27,zaf,0.48274238286760734
28,arg,0.6192723186669625
28,aus,1.114377404027453
28,aut,0.8733505209459722
28,bel,0.8740548277031729
28,bgr,0.3896747522951155
28,blt,0.5358888577116262
28,bra,0.6835736479534811
28,can,0.9340245924373557
28,chl,0.6129295375795774
28,chn,0.6190168650861306
28,cor,0.7719442508593674
28,cro,0.5019240757870589
28,dnk,1.0407072347578705
28,egy,0.22191596419914877
28,esp,0.7108866726490095
28,fin,0.9732471376056738
28,fra,0.8678287559695201
28,gbr,0.8810794219478477
28,golf57,0.47811613127876906
28,grc,0.6480084191477684
28,hun,0.4956997036317266
28,idn,0.35092421940954294
28,irl,0.8952076951262309
28,ita,0.7774363364141855
28,jpn,0.9370198527493715
28,meme,0.9015092161659254
28,mex,0.4709561725622803
28,mys,0.38479837791585436
28,nde,0.3203448118942408
28,nld,0.8813976482310427
28,noan,0.3804037452099014
28,noap,0.3717751920781812
28,nor,1.1787019947612325
28,oeu,0.5592409097149621
28,osea,0.7493429408658779
28,pol,0.4611645013626862
28,prt,0.6487375175028224
28,rcam,0.64161782575116
28,rcz,0.5315198847837564
28,rfa,0.8392891192769426
28,ris,0.3337645417675484
28,rjan57,0.9578590147768516
28,rom,0.39816672633711286
28,rsaf,0.39872076456067007
28,rsam,0.6394360254912552
28,rsas,0.3322472739588765
28,rsl,0.5819636024661538
28,rus,0.4134902850051763
28,slo,0.6424956692978083
28,sui,1.2061907703765136
28,swe,1.0354884905230555
28,tha,0.3784558563127214
28,tur,0.3793700830569337
28,ukr,0.22244530174037472
28,usa,1.0
28,vnm,0.3305905103580242
28,zaf,0.48274238286760734
29,arg,0.6192723186669625
29,aus,1.114377404027453
29,aut,0.8733505209459722
29,bel,0.8740548277031729
29,bgr,0.3896747522951155
29,blt,0.5358888577116262
29,bra,0.6835736479534811
29,can,0.9340245924373557
29,chl,0.6129295375795774
29,chn,0.6190168650861306
29,cor,0.7719442508593674
29,cro,0.5019240757870589
29,dnk,1.0407072347578705
29,egy,0.22191596419914877
29,esp,0.7108866726490095
29,fin,0.9732471376056738
29,fra,0.8678287559695201
29,gbr,0.8810794219478477
29,golf57,0.47811613127876906
29,grc,0.6480084191477684
29,hun,0.4956997036317266
29,idn,0.35092421940954294
29,irl,0.8952076951262309
29,ita,0.7774363364141855
29,jpn,0.9370198527493715
29,meme,0.9015092161659254
29,mex,0.4709561725622803
29,mys,0.38479837791585436
29,nde,0.3203448118942408
29,nld,0.8813976482310427
29,noan,0.3804037452099014
29,noap,0.3717751920781812
29,nor,1.1787019947612325
29,oeu,0.5592409097149621
29,osea,0.7493429408658779
29,pol,0.4611645013626862
29,prt,0.6487375175028224
29,rcam,0.64161782575116
29,rcz,0.5315198847837564
29,rfa,0.8392891192769426
29,ris,0.3337645417675484
29,rjan57,0.9578590147768516
29,rom,0.39816672633711286
29,rsaf,0.39872076456067007
29,rsam,0.6394360254912552
29,rsas,0.3322472739588765
29,rsl,0.5819636024661538
29,rus,0.4134902850051763
29,slo,0.6424956692978083
29,sui,1.2061907703765136
29,swe,1.0354884905230555
29,tha,0.3784558563127214
29,tur,0.3793700830569337
29,ukr,0.22244530174037472
29,usa,1.0
29,vnm,0.3305905103580242
29,zaf,0.48274238286760734
3,arg,0.6192723186669625
3,aus,1.114377404027453
3,aut,0.8733505209459722
3,bel,0.8740548277031729
3,bgr,0.3896747522951155
3,blt,0.5358888577116262
3,bra,0.6835736479534811
3,can,0.9340245924373557
3,chl,0.6129295375795774
3,chn,0.6190168650861306
3,cor,0.7719442508593674
3,cro,0.5019240757870589
3,dnk,1.0407072347578705
3,egy,0.22191596419914877
3,esp,0.7108866726490095
3,fin,0.9732471376056738
3,fra,0.8678287559695201
3,gbr,0.8810794219478477
3,golf57,0.47811613127876906
3,grc,0.6480084191477684
3,hun,0.4956997036317266
3,idn,0.35092421940954294
3,irl,0.8952076951262309
3,ita,0.7774363364141855
3,jpn,0.9370198527493715
3,meme,0.9015092161659254
3,mex,0.4709561725622803
3,mys,0.38479837791585436
3,nde,0.3203448118942408
3,nld,0.8813976482310427
3,noan,0.3804037452099014
3,noap,0.3717751920781812
3,nor,1.1787019947612325
3,oeu,0.5592409097149621
3,osea,0.7493429408658779
3,pol,0.4611645013626862
3,prt,0.6487375175028224
3,rcam,0.64161782575116
3,rcz,0.5315198847837564
3,rfa,0.8392891192769426
3,ris,0.3337645417675484
3,rjan57,0.9578590147768516
3,rom,0.39816672633711286
3,rsaf,0.39872076456067007
3,rsam,0.6394360254912552
3,rsas,0.3322472739588765
3,rsl,0.5819636024661538
3,rus,0.4134902850051763
3,slo,0.6424956692978083
3,sui,1.2061907703765136
3,swe,1.0354884905230555
3,tha,0.3784558563127214
3,tur,0.3793700830569337
3,ukr,0.22244530174037472
3,usa,1.0
3,vnm,0.3305905103580242
3,zaf,0.48274238286760734
30,arg,0.6192723186669625
30,aus,1.114377404027453
30,aut,0.8733505209459722
30,bel,0.8740548277031729
30,bgr,0.3896747522951155
30,blt,0.5358888577116262
30,bra,0.6835736479534811
30,can,0.9340245924373557
30,chl,0.6129295375795774
30,chn,0.6190168650861306
30,cor,0.7719442508593674
30,cro,0.5019240757870589
30,dnk,1.0407072347578705
30,egy,0.22191596419914877
30,esp,0.7108866726490095
30,fin,0.9732471376056738
30,fra,0.8678287559695201
30,gbr,0.8810794219478477
30,golf57,0.47811613127876906
30,grc,0.6480084191477684
30,hun,0.4956997036317266
30,idn,0.35092421940954294
30,irl,0.8952076951262309
30,ita,0.7774363364141855
30,jpn,0.9370198527493715
30,meme,0.9015092161659254
30,mex,0.4709561725622803
30,mys,0.38479837791585436
30,nde,0.3203448118942408
30,nld,0.8813976482310427
30,noan,0.3804037452099014
30,noap,0.3717751920781812
30,nor,1.1787019947612325
30,oeu,0.5592409097149621
30,osea,0.7493429408658779
30,pol,0.4611645013626862
30,prt,0.6487375175028224
30,rcam,0.64161782575116
30,rcz,0.5315198847837564
30,rfa,0.8392891192769426
30,ris,0.3337645417675484
30,rjan57,0.9578590147768516
30,rom,0.39816672633711286
30,rsaf,0.39872076456067007
30,rsam,0.6394360254912552
30,rsas,0.3322472739588765
30,rsl,0.5819636024661538
30,rus,0.4134902850051763
30,slo,0.6424956692978083
30,sui,1.2061907703765136
30,swe,1.0354884905230555
30,tha,0.3784558563127214
30,tur,0.3793700830569337
30,ukr,0.22244530174037472
30,usa,1.0
30,vnm,0.3305905103580242
30,zaf,0.48274238286760734
31,arg,0.6192723186669625
31,aus,1.114377404027453
31,aut,0.8733505209459722
31,bel,0.8740548277031729
31,bgr,0.3896747522951155
31,blt,0.5358888577116262
31,bra,0.6835736479534811
31,can,0.9340245924373557
31,chl,0.6129295375795774
31,chn,0.6190168650861306
31,cor,0.7719442508593674
31,cro,0.5019240757870589
31,dnk,1.0407072347578705
31,egy,0.22191596419914877
31,esp,0.7108866726490095
31,fin,0.9732471376056738
31,fra,0.8678287559695201
31,gbr,0.8810794219478477
31,golf57,0.47811613127876906
31,grc,0.6480084191477684
31,hun,0.4956997036317266
31,idn,0.35092421940954294
31,irl,0.8952076951262309
31,ita,0.7774363364141855
31,jpn,0.9370198527493715
31,meme,0.9015092161659254
31,mex,0.4709561725622803
31,mys,0.38479837791585436
31,nde,0.3203448118942408
31,nld,0.8813976482310427
31,noan,0.3804037452099014
31,noap,0.3717751920781812
31,nor,1.1787019947612325
31,oeu,0.5592409097149621
31,osea,0.7493429408658779
31,pol,0.4611645013626862
31,prt,0.6487375175028224
31,rcam,0.64161782575116
31,rcz,0.5315198847837564
31,rfa,0.8392891192769426
31,ris,0.3337645417675484
31,rjan57,0.9578590147768516
31,rom,0.39816672633711286
31,rsaf,0.39872076456067007
31,rsam,0.6394360254912552
31,rsas,0.3322472739588765
31,rsl,0.5819636024661538
31,rus,0.4134902850051763
31,slo,0.6424956692978083
31,sui,1.2061907703765136
31,swe,1.0354884905230555
31,tha,0.3784558563127214
31,tur,0.3793700830569337
31,ukr,0.22244530174037472
31,usa,1.0
31,vnm,0.3305905103580242
31,zaf,0.48274238286760734
32,arg,0.6192723186669625
32,aus,1.114377404027453
32,aut,0.8733505209459722
32,bel,0.8740548277031729
32,bgr,0.3896747522951155
32,blt,0.5358888577116262
32,bra,0.6835736479534811
32,can,0.9340245924373557
32,chl,0.6129295375795774
32,chn,0.6190168650861306
32,cor,0.7719442508593674
32,cro,0.5019240757870589
32,dnk,1.0407072347578705
32,egy,0.22191596419914877
32,esp,0.7108866726490095
32,fin,0.9732471376056738
32,fra,0.8678287559695201
32,gbr,0.8810794219478477
32,golf57,0.47811613127876906
32,grc,0.6480084191477684
32,hun,0.4956997036317266
32,idn,0.35092421940954294
32,irl,0.8952076951262309
32,ita,0.7774363364141855
32,jpn,0.9370198527493715
32,meme,0.9015092161659254
32,mex,0.4709561725622803
32,mys,0.38479837791585436
32,nde,0.3203448118942408
32,nld,0.8813976482310427
32,noan,0.3804037452099014
32,noap,0.3717751920781812
32,nor,1.1787019947612325
32,oeu,0.5592409097149621
32,osea,0.7493429408658779
32,pol,0.4611645013626862
32,prt,0.6487375175028224
32,rcam,0.64161782575116
32,rcz,0.5315198847837564
32,rfa,0.8392891192769426
32,ris,0.3337645417675484
32,rjan57,0.9578590147768516
32,rom,0.39816672633711286
32,rsaf,0.39872076456067007
32,rsam,0.6394360254912552
32,rsas,0.3322472739588765
32,rsl,0.5819636024661538
32,rus,0.4134902850051763
32,slo,0.6424956692978083
32,sui,1.2061907703765136
32,swe,1.0354884905230555
32,tha,0.3784558563127214
32,tur,0.3793700830569337
32,ukr,0.22244530174037472
32,usa,1.0
32,vnm,0.3305905103580242
32,zaf,0.48274238286760734
33,arg,0.6192723186669625
33,aus,1.114377404027453
33,aut,0.8733505209459722
33,bel,0.8740548277031729
33,bgr,0.3896747522951155
33,blt,0.5358888577116262
33,bra,0.6835736479534811
33,can,0.9340245924373557
33,chl,0.6129295375795774
33,chn,0.6190168650861306
33,cor,0.7719442508593674
33,cro,0.5019240757870589
33,dnk,1.0407072347578705
33,egy,0.22191596419914877
33,esp,0.7108866726490095
33,fin,0.9732471376056738
33,fra,0.8678287559695201
33,gbr,0.8810794219478477
33,golf57,0.47811613127876906
33,grc,0.6480084191477684
33,hun,0.4956997036317266
33,idn,0.35092421940954294
33,irl,0.8952076951262309
33,ita,0.7774363364141855
33,jpn,0.9370198527493715
33,meme,0.9015092161659254
33,mex,0.4709561725622803
33,mys,0.38479837791585436
33,nde,0.3203448118942408
33,nld,0.8813976482310427
33,noan,0.3804037452099014
33,noap,0.3717751920781812
33,nor,1.1787019947612325
33,oeu,0.5592409097149621
33,osea,0.7493429408658779
33,pol,0.4611645013626862
33,prt,0.6487375175028224
33,rcam,0.64161782575116
33,rcz,0.5315198847837564
33,rfa,0.8392891192769426
33,ris,0.3337645417675484
33,rjan57,0.9578590147768516
33,rom,0.39816672633711286
33,rsaf,0.39872076456067007
33,rsam,0.6394360254912552
33,rsas,0.3322472739588765
33,rsl,0.5819636024661538
33,rus,0.4134902850051763
33,slo,0.6424956692978083
33,sui,1.2061907703765136
33,swe,1.0354884905230555
33,tha,0.3784558563127214
33,tur,0.3793700830569337
33,ukr,0.22244530174037472
33,usa,1.0
33,vnm,0.3305905103580242
33,zaf,0.48274238286760734
34,arg,0.6192723186669625
34,aus,1.114377404027453
34,aut,0.8733505209459722
34,bel,0.8740548277031729
34,bgr,0.3896747522951155
34,blt,0.5358888577116262
34,bra,0.6835736479534811
34,can,0.9340245924373557
34,chl,0.6129295375795774
34,chn,0.6190168650861306
34,cor,0.7719442508593674
34,cro,0.5019240757870589
34,dnk,1.0407072347578705
34,egy,0.22191596419914877
34,esp,0.7108866726490095
34,fin,0.9732471376056738
34,fra,0.8678287559695201
34,gbr,0.8810794219478477
34,golf57,0.47811613127876906
34,grc,0.6480084191477684
34,hun,0.4956997036317266
34,idn,0.35092421940954294
34,irl,0.8952076951262309
34,ita,0.7774363364141855
34,jpn,0.9370198527493715
34,meme,0.9015092161659254
34,mex,0.4709561725622803
34,mys,0.38479837791585436
34,nde,0.3203448118942408
34,nld,0.8813976482310427
34,noan,0.3804037452099014
34,noap,0.3717751920781812
34,nor,1.1787019947612325
34,oeu,0.5592409097149621
34,osea,0.7493429408658779
34,pol,0.4611645013626862
34,prt,0.6487375175028224
34,rcam,0.64161782575116
34,rcz,0.5315198847837564
34,rfa,0.8392891192769426
34,ris,0.3337645417675484
34,rjan57,0.9578590147768516
34,rom,0.39816672633711286
34,rsaf,0.39872076456067007
34,rsam,0.6394360254912552
34,rsas,0.3322472739588765
34,rsl,0.5819636024661538
34,rus,0.4134902850051763
34,slo,0.6424956692978083
34,sui,1.2061907703765136
34,swe,1.0354884905230555
34,tha,0.3784558563127214
34,tur,0.3793700830569337
34,ukr,0.22244530174037472
34,usa,1.0
34,vnm,0.3305905103580242
34,zaf,0.48274238286760734
35,arg,0.6192723186669625
35,aus,1.114377404027453
35,aut,0.8733505209459722
35,bel,0.8740548277031729
35,bgr,0.3896747522951155
35,blt,0.5358888577116262
35,bra,0.6835736479534811
35,can,0.9340245924373557
35,chl,0.6129295375795774
35,chn,0.6190168650861306
35,cor,0.7719442508593674
35,cro,0.5019240757870589
35,dnk,1.0407072347578705
35,egy,0.22191596419914877
35,esp,0.7108866726490095
35,fin,0.9732471376056738
35,fra,0.8678287559695201
35,gbr,0.8810794219478477
35,golf57,0.47811613127876906
35,grc,0.6480084191477684
35,hun,0.4956997036317266
35,idn,0.35092421940954294
35,irl,0.8952076951262309
35,ita,0.7774363364141855
35,jpn,0.9370198527493715
35,meme,0.9015092161659254
35,mex,0.4709561725622803
35,mys,0.38479837791585436
35,nde,0.3203448118942408
35,nld,0.8813976482310427
35,noan,0.3804037452099014
35,noap,0.3717751920781812
35,nor,1.1787019947612325
35,oeu,0.5592409097149621
35,osea,0.7493429408658779
35,pol,0.4611645013626862
35,prt,0.6487375175028224
35,rcam,0.64161782575116
35,rcz,0.5315198847837564
35,rfa,0.8392891192769426
35,ris,0.3337645417675484
35,rjan57,0.9578590147768516
35,rom,0.39816672633711286
35,rsaf,0.39872076456067007
35,rsam,0.6394360254912552
35,rsas,0.3322472739588765
35,rsl,0.5819636024661538
35,rus,0.4134902850051763
35,slo,0.6424956692978083
35,sui,1.2061907703765136
35,swe,1.0354884905230555
35,tha,0.3784558563127214
35,tur,0.3793700830569337
35,ukr,0.22244530174037472
35,usa,1.0
35,vnm,0.3305905103580242
35,zaf,0.48274238286760734
36,arg,0.6192723186669625
36,aus,1.114377404027453
36,aut,0.8733505209459722
36,bel,0.8740548277031729
36,bgr,0.3896747522951155
36,blt,0.5358888577116262
36,bra,0.6835736479534811
36,can,0.9340245924373557
36,chl,0.6129295375795774
36,chn,0.6190168650861306
36,cor,0.7719442508593674
36,cro,0.5019240757870589
36,dnk,1.0407072347578705
36,egy,0.22191596419914877
36,esp,0.7108866726490095
36,fin,0.9732471376056738
36,fra,0.8678287559695201
36,gbr,0.8810794219478477
36,golf57,0.47811613127876906
36,grc,0.6480084191477684
36,hun,0.4956997036317266
36,idn,0.35092421940954294
36,irl,0.8952076951262309
36,ita,0.7774363364141855
36,jpn,0.9370198527493715
36,meme,0.9015092161659254
36,mex,0.4709561725622803
36,mys,0.38479837791585436
36,nde,0.3203448118942408
36,nld,0.8813976482310427
36,noan,0.3804037452099014
36,noap,0.3717751920781812
36,nor,1.1787019947612325
36,oeu,0.5592409097149621
36,osea,0.7493429408658779
36,pol,0.4611645013626862
36,prt,0.6487375175028224
36,rcam,0.64161782575116
36,rcz,0.5315198847837564
36,rfa,0.8392891192769426
36,ris,0.3337645417675484
36,rjan57,0.9578590147768516
36,rom,0.39816672633711286
36,rsaf,0.39872076456067007
36,rsam,0.6394360254912552
36,rsas,0.3322472739588765
36,rsl,0.5819636024661538
36,rus,0.4134902850051763
36,slo,0.6424956692978083
36,sui,1.2061907703765136
36,swe,1.0354884905230555
36,tha,0.3784558563127214
36,tur,0.3793700830569337
36,ukr,0.22244530174037472
36,usa,1.0
36,vnm,0.3305905103580242
36,zaf,0.48274238286760734
37,arg,0.6192723186669625
37,aus,1.114377404027453
37,aut,0.8733505209459722
37,bel,0.8740548277031729
37,bgr,0.3896747522951155
37,blt,0.5358888577116262
37,bra,0.6835736479534811
37,can,0.9340245924373557
37,chl,0.6129295375795774
37,chn,0.6190168650861306
37,cor,0.7719442508593674
37,cro,0.5019240757870589
37,dnk,1.0407072347578705
37,egy,0.22191596419914877
37,esp,0.7108866726490095
37,fin,0.9732471376056738
37,fra,0.8678287559695201
37,gbr,0.8810794219478477
37,golf57,0.47811613127876906
37,grc,0.6480084191477684
37,hun,0.4956997036317266
37,idn,0.35092421940954294
37,irl,0.8952076951262309
37,ita,0.7774363364141855
37,jpn,0.9370198527493715
37,meme,0.9015092161659254
37,mex,0.4709561725622803
37,mys,0.38479837791585436
37,nde,0.3203448118942408
37,nld,0.8813976482310427
37,noan,0.3804037452099014
37,noap,0.3717751920781812
37,nor,1.1787019947612325
37,oeu,0.5592409097149621
37,osea,0.7493429408658779
37,pol,0.4611645013626862
37,prt,0.6487375175028224
37,rcam,0.64161782575116
37,rcz,0.5315198847837564
37,rfa,0.8392891192769426
37,ris,0.3337645417675484
37,rjan57,0.9578590147768516
37,rom,0.39816672633711286
37,rsaf,0.39872076456067007
37,rsam,0.6394360254912552
37,rsas,0.3322472739588765
37,rsl,0.5819636024661538
37,rus,0.4134902850051763
37,slo,0.6424956692978083
37,sui,1.2061907703765136
37,swe,1.0354884905230555
37,tha,0.3784558563127214
37,tur,0.3793700830569337
37,ukr,0.22244530174037472
37,usa,1.0
37,vnm,0.3305905103580242
37,zaf,0.48274238286760734
38,arg,0.6192723186669625
38,aus,1.114377404027453
38,aut,0.8733505209459722
38,bel,0.8740548277031729
38,bgr,0.3896747522951155
38,blt,0.5358888577116262
38,bra,0.6835736479534811
38,can,0.9340245924373557
38,chl,0.6129295375795774
38,chn,0.6190168650861306
38,cor,0.7719442508593674
38,cro,0.5019240757870589
38,dnk,1.0407072347578705
38,egy,0.22191596419914877
38,esp,0.7108866726490095
38,fin,0.9732471376056738
38,fra,0.8678287559695201
38,gbr,0.8810794219478477
38,golf57,0.47811613127876906
38,grc,0.6480084191477684
38,hun,0.4956997036317266
38,idn,0.35092421940954294
38,irl,0.8952076951262309
38,ita,0.7774363364141855
38,jpn,0.9370198527493715
38,meme,0.9015092161659254
38,mex,0.4709561725622803
38,mys,0.38479837791585436
38,nde,0.3203448118942408
38,nld,0.8813976482310427
38,noan,0.3804037452099014
38,noap,0.3717751920781812
38,nor,1.1787019947612325
38,oeu,0.5592409097149621
38,osea,0.7493429408658779
38,pol,0.4611645013626862
38,prt,0.6487375175028224
38,rcam,0.64161782575116
38,rcz,0.5315198847837564
38,rfa,0.8392891192769426
38,ris,0.3337645417675484
38,rjan57,0.9578590147768516
38,rom,0.39816672633711286
38,rsaf,0.39872076456067007
38,rsam,0.6394360254912552
38,rsas,0.3322472739588765
38,rsl,0.5819636024661538
38,rus,0.4134902850051763
38,slo,0.6424956692978083
38,sui,1.2061907703765136
38,swe,1.0354884905230555
38,tha,0.3784558563127214
38,tur,0.3793700830569337
38,ukr,0.22244530174037472
38,usa,1.0
38,vnm,0.3305905103580242
38,zaf,0.48274238286760734
39,arg,0.6192723186669625
39,aus,1.114377404027453
39,aut,0.8733505209459722
39,bel,0.8740548277031729
39,bgr,0.3896747522951155
39,blt,0.5358888577116262
39,bra,0.6835736479534811
39,can,0.9340245924373557
39,chl,0.6129295375795774
39,chn,0.6190168650861306
39,cor,0.7719442508593674
39,cro,0.5019240757870589
39,dnk,1.0407072347578705
39,egy,0.22191596419914877
39,esp,0.7108866726490095
39,fin,0.9732471376056738
39,fra,0.8678287559695201
39,gbr,0.8810794219478477
39,golf57,0.47811613127876906
39,grc,0.6480084191477684
39,hun,0.4956997036317266
39,idn,0.35092421940954294
39,irl,0.8952076951262309
39,ita,0.7774363364141855
39,jpn,0.9370198527493715
39,meme,0.9015092161659254
39,mex,0.4709561725622803
39,mys,0.38479837791585436
39,nde,0.3203448118942408
39,nld,0.8813976482310427
39,noan,0.3804037452099014
39,noap,0.3717751920781812
39,nor,1.1787019947612325
39,oeu,0.5592409097149621
39,osea,0.7493429408658779
39,pol,0.4611645013626862
39,prt,0.6487375175028224
39,rcam,0.64161782575116
39,rcz,0.5315198847837564
39,rfa,0.8392891192769426
39,ris,0.3337645417675484
39,rjan57,0.9578590147768516
39,rom,0.39816672633711286
39,rsaf,0.39872076456067007
39,rsam,0.6394360254912552
39,rsas,0.3322472739588765
39,rsl,0.5819636024661538
39,rus,0.4134902850051763
39,slo,0.6424956692978083
39,sui,1.2061907703765136
39,swe,1.0354884905230555
39,tha,0.3784558563127214
39,tur,0.3793700830569337
39,ukr,0.22244530174037472
39,usa,1.0
39,vnm,0.3305905103580242
39,zaf,0.48274238286760734
4,arg,0.6192723186669625
4,aus,1.114377404027453
4,aut,0.8733505209459722
4,bel,0.8740548277031729
4,bgr,0.3896747522951155
4,blt,0.5358888577116262
4,bra,0.6835736479534811
4,can,0.9340245924373557
4,chl,0.6129295375795774
4,chn,0.6190168650861306
4,cor,0.7719442508593674
4,cro,0.5019240757870589
4,dnk,1.0407072347578705
4,egy,0.22191596419914877
4,esp,0.7108866726490095
4,fin,0.9732471376056738
4,fra,0.8678287559695201
4,gbr,0.8810794219478477
4,golf57,0.47811613127876906
4,grc,0.6480084191477684
4,hun,0.4956997036317266
4,idn,0.35092421940954294
4,irl,0.8952076951262309
4,ita,0.7774363364141855
4,jpn,0.9370198527493715
4,meme,0.9015092161659254
4,mex,0.4709561725622803
4,mys,0.38479837791585436
4,nde,0.3203448118942408
4,nld,0.8813976482310427
4,noan,0.3804037452099014
4,noap,0.3717751920781812
4,nor,1.1787019947612325
4,oeu,0.5592409097149621
4,osea,0.7493429408658779
4,pol,0.4611645013626862
4,prt,0.6487375175028224
4,rcam,0.64161782575116
4,rcz,0.5315198847837564
4,rfa,0.8392891192769426
4,ris,0.3337645417675484
4,rjan57,0.9578590147768516
4,rom,0.39816672633711286
4,rsaf,0.39872076456067007
4,rsam,0.6394360254912552
4,rsas,0.3322472739588765
4,rsl,0.5819636024661538
4,rus,0.4134902850051763
4,slo,0.6424956692978083
4,sui,1.2061907703765136
4,swe,1.0354884905230555
4,tha,0.3784558563127214
4,tur,0.3793700830569337
4,ukr,0.22244530174037472
4,usa,1.0
4,vnm,0.3305905103580242
4,zaf,0.48274238286760734
40,arg,0.6192723186669625
40,aus,1.114377404027453
40,aut,0.8733505209459722
40,bel,0.8740548277031729
40,bgr,0.3896747522951155
40,blt,0.5358888577116262
40,bra,0.6835736479534811
40,can,0.9340245924373557
40,chl,0.6129295375795774
40,chn,0.6190168650861306
40,cor,0.7719442508593674
40,cro,0.5019240757870589
40,dnk,1.0407072347578705
40,egy,0.22191596419914877
40,esp,0.7108866726490095
40,fin,0.9732471376056738
40,fra,0.8678287559695201
40,gbr,0.8810794219478477
40,golf57,0.47811613127876906
40,grc,0.6480084191477684
40,hun,0.4956997036317266
40,idn,0.35092421940954294
40,irl,0.8952076951262309
40,ita,0.7774363364141855
40,jpn,0.9370198527493715
40,meme,0.9015092161659254
40,mex,0.4709561725622803
40,mys,0.38479837791585436
40,nde,0.3203448118942408
40,nld,0.8813976482310427
40,noan,0.3804037452099014
40,noap,0.3717751920781812
40,nor,1.1787019947612325
