uni,t,n,value
ssp2,28,bgr,0.006907735052782624
ssp2,28,blt,0.02683114406272529
ssp2,28,bra,0.7029365683447054
ssp2,28,can,0.8162772051446108
ssp2,28,chl,0.08831336742373538
ssp2,28,chn,3.875697763669983
ssp2,28,cor,0.46463430489674457
ssp2,28,cro,0.007329458190587519
ssp2,28,dnk,0.04619845575948533
ssp2,28,egy,1.702229643930926
ssp2,28,esp,0.27195871966312835
ssp2,28,fin,0.02466846186752469
ssp2,28,fra,0.5387465176620666
ssp2,28,gbr,0.41621943254216903
ssp2,28,golf57,2.5106215538961756
ssp2,28,grc,0.043792618129534916
ssp2,28,hun,0.0379267110987799
ssp2,28,idn,2.2425697643874174
ssp2,28,irl,0.03077419605060301
ssp2,28,ita,0.24372979541655557
ssp2,28,jpn,0.6239741064398774
ssp2,28,meme,0.4215706385104054
ssp2,28,mex,0.6461021942541708
ssp2,28,mys,0.33936150354176703
ssp2,28,nde,12.689851908085183
ssp2,28,nld,0.12765531831133928
ssp2,28,noan,0.2502247754486616
ssp2,28,noap,0.4386233228942359
ssp2,28,nor,0.0854113346634182
ssp2,28,oeu,0.16102163302195394
ssp2,28,osea,1.474223383012389
ssp2,28,pol,0.13500997373513043
ssp2,28,prt,0.024818038947445054
ssp2,28,rcam,0.6493236700775734
ssp2,28,rcz,0.0661713622924144
ssp2,28,rfa,0.4798227113863362
ssp2,28,ris,0.44863704350609507
ssp2,28,rjan57,0.07898243335022885
ssp2,28,rom,0.01855316568257454
ssp2,28,rsaf,13.42942637303623
ssp2,28,rsam,0.8490741932517891
ssp2,28,rsas,3.7748001412409122
ssp2,28,rsl,0.014987073525119148
ssp2,28,rus,0.9555992093148321
ssp2,28,slo,0.008337467176891466
ssp2,28,sui,0.09164475632127604
ssp2,28,swe,0.08562382231532036
ssp2,28,tha,0.2182990214433058
ssp2,28,tur,0.750697171105598
ssp2,28,ukr,0.4003586634230284
ssp2,28,usa,3.643722443772428
ssp2,28,vnm,0.9611835714427471
ssp2,28,zaf,0.4427184577307048
ssp2,29,arg,0.2329612247981944
ssp2,29,aus,0.4028769900986533
ssp2,29,aut,0.05268176898096034
ssp2,29,bel,0.06753910726319325
ssp2,29,bgr,0.007000221640572421
ssp2,29,blt,0.025664891618743992
ssp2,29,bra,0.6856915087783435
ssp2,29,can,0.7678767026128186
ssp2,29,chl,0.08706325004222065
ssp2,29,chn,3.5830108675081593
ssp2,29,cor,0.4250735739652054
ssp2,29,cro,0.007137313603698483
ssp2,29,dnk,0.04661229009442052
ssp2,29,egy,1.6140618216093023
ssp2,29,esp,0.2744360799360067
ssp2,29,fin,0.02669474408896055
ssp2,29,fra,0.5371105718547504
ssp2,29,gbr,0.438488589155039
ssp2,29,golf57,2.4152707410597594
ssp2,29,grc,0.047646158945317436
ssp2,29,hun,0.03773222895140827
ssp2,29,idn,2.125927575870011
ssp2,29,irl,0.030302302154068414
ssp2,29,ita,0.24595559086277977
ssp2,29,jpn,0.5842353618458922
ssp2,29,meme,0.43944673249908506
ssp2,29,mex,0.6390242931469902
ssp2,29,mys,0.33039200762302784
ssp2,29,nde,11.906507281499366
ssp2,29,nld,0.1281652380961896
ssp2,29,noan,0.24733801536114322
ssp2,29,noap,0.42216188361056256
ssp2,29,nor,0.08335785390028151
ssp2,29,oeu,0.1467092348271685
ssp2,29,osea,1.4091454961160936
ssp2,29,pol,0.12715342467881274
ssp2,29,prt,0.026755268390449147
ssp2,29,rcam,0.6231476073449
ssp2,29,rcz,0.0655965326226634
ssp2,29,rfa,0.4870762455055199
ssp2,29,ris,0.427406586378488
ssp2,29,rjan57,0.0868739246817809
ssp2,29,rom,0.01813802959161912
ssp2,29,rsaf,13.536406711012633
ssp2,29,rsam,0.8318306479400489
ssp2,29,rsas,3.7939290273363726
ssp2,29,rsl,0.016103967610421904
ssp2,29,rus,0.8874757501832758
ssp2,29,slo,0.009031084875368956
ssp2,29,sui,0.09393840939923005
ssp2,29,swe,0.08914004471765828
ssp2,29,tha,0.22162903688932611
ssp2,29,tur,0.6979542848690747
ssp2,29,ukr,0.3674206552337773
ssp2,29,usa,3.4311890047617144
ssp2,29,vnm,0.8819219532559225
ssp2,29,zaf,0.41621901995137406
ssp2,3,arg,0.15435864537043179
ssp2,3,aus,0.4210068262945708
ssp2,3,aut,0.06537896687982218
ssp2,3,bel,0.09875600244887038
ssp2,3,bgr,0.04606802990886902
ssp2,3,blt,0.03956689097915863
ssp2,3,bra,0.4754423776385572
ssp2,3,can,0.599064642803062
ssp2,3,chl,0.08474809483579784
ssp2,3,chn,14.30541301094847
ssp2,3,cor,0.7129349323294646
ssp2,3,cro,0.0199375801892524
ssp2,3,dnk,0.03654084870729277
ssp2,3,egy,0.33335304803057075
ssp2,3,esp,0.2544489437350993
ssp2,3,fin,0.047581311698753403
ssp2,3,fra,0.322004282349717
ssp2,3,gbr,0.3599983805283304
ssp2,3,golf57,2.0441278298963517
ssp2,3,grc,0.06772711769746458
ssp2,3,hun,0.052647381893063165
ssp2,3,idn,0.7095951523944706
ssp2,3,irl,0.056953756860673235
ssp2,3,ita,0.3135767914257681
ssp2,3,jpn,1.1339680048603928
ssp2,3,meme,0.14204966451227688
ssp2,3,mex,0.45761815607478423
ssp2,3,mys,0.29075883584225415
ssp2,3,nde,3.361246392921446
ssp2,3,nld,0.1602239809233187
ssp2,3,noan,0.09802304050304295
ssp2,3,noap,0.2098012291973679
ssp2,3,nor,0.04446018459033105
ssp2,3,oeu,0.1707223489836555
ssp2,3,osea,0.28464335792957535
ssp2,3,pol,0.3782378521017869
ssp2,3,prt,0.052768292338141225
ssp2,3,rcam,0.1660276171525778
ssp2,3,rcz,0.10685126267784448
ssp2,3,rfa,0.7046527101246032
ssp2,3,ris,0.5482805277838099
ssp2,3,rjan57,0.05416874955506971
ssp2,3,rom,0.09053976958782411
ssp2,3,rsaf,0.43266443499860585
ssp2,3,rsam,0.33049662860796286
ssp2,3,rsas,0.41238680843790493
ssp2,3,rsl,0.03584918599620532
ssp2,3,rus,1.6384866963075069
ssp2,3,slo,0.016146583680189022
ssp2,3,sui,0.04107115679506289
ssp2,3,swe,0.04102257135998746
ssp2,3,tha,0.27032473764662357
ssp2,3,tur,0.49276415058344164
ssp2,3,ukr,0.20985716011025843
ssp2,3,usa,5.602632094869149
ssp2,3,vnm,0.38801011944978303
ssp2,3,zaf,0.37957982485575176
ssp2,30,arg,0.2366067014850174
ssp2,30,aus,0.38455399360251596
ssp2,30,aut,0.056001136882741026
ssp2,30,bel,0.0718022225556839
ssp2,30,bgr,0.007061151326329851
ssp2,30,blt,0.024463122137990862
ssp2,30,bra,0.6659980595299607
ssp2,30,can,0.717521796569266
ssp2,30,chl,0.08556516453482582
ssp2,30,chn,3.321893215990639
ssp2,30,cor,0.3870449428762716
ssp2,30,cro,0.006933611509327206
ssp2,30,dnk,0.04673310560444713
ssp2,30,egy,1.5173937525202248
ssp2,30,esp,0.27530901646596956
ssp2,30,fin,0.028369026345688508
ssp2,30,fra,0.5321994601291619
ssp2,30,gbr,0.45683434923914273
ssp2,30,golf57,2.3157967941273165
ssp2,30,grc,0.05087883751156469
ssp2,30,hun,0.037383445128781986
ssp2,30,idn,1.998917750596578
ssp2,30,irl,0.029714949176637695
ssp2,30,ita,0.24680950026193768
ssp2,30,jpn,0.5446939092460001
ssp2,30,meme,0.45449805028000123
ssp2,30,mex,0.6298533599820983
ssp2,30,mys,0.32099195426980354
ssp2,30,nde,11.076569503164373
ssp2,30,nld,0.1280824884039747
ssp2,30,noan,0.2436623848092862
ssp2,30,noap,0.40431647996786385
ssp2,30,nor,0.08078039025827484
ssp2,30,oeu,0.13222915605338365
ssp2,30,osea,1.3292225794508024
ssp2,30,pol,0.1196638638630257
ssp2,30,prt,0.02836846977802249
ssp2,30,rcam,0.592190001054624
ssp2,30,rcz,0.06486294707557003
ssp2,30,rfa,0.49169113863652103
ssp2,30,ris,0.40668784607150094
ssp2,30,rjan57,0.09368363512019347
ssp2,30,rom,0.01770068673492694
ssp2,30,rsaf,14.07813932142569
ssp2,30,rsam,0.8106938937449899
ssp2,30,rsas,3.7776170752634872
ssp2,30,rsl,0.017007139707831867
ssp2,30,rus,0.8226659221897087
ssp2,30,slo,0.009605800205164116
ssp2,30,sui,0.09545700711748893
ssp2,30,swe,0.09187878507335254
ssp2,30,tha,0.22390573144911388
ssp2,30,tur,0.6438416482979465
ssp2,30,ukr,0.3340358481382986
ssp2,30,usa,3.221503100480868
ssp2,30,vnm,0.799436748001624
ssp2,30,zaf,0.3909452514239692
ssp2,31,arg,0.2384728698773956
ssp2,31,aus,0.3665781606948369
ssp2,31,aut,0.05852168151843423
ssp2,31,bel,0.07501167052323854
ssp2,31,bgr,0.007076135512022157
ssp2,31,blt,0.02324194462587798
ssp2,31,bra,0.6440277174431474
ssp2,31,can,0.6668549344030067
ssp2,31,chl,0.08376229290553043
ssp2,31,chn,3.088742528607966
ssp2,31,cor,0.3512378517353971
ssp2,31,cro,0.006715292652021852
ssp2,31,dnk,0.04652397640749768
ssp2,31,egy,1.4161217764763727
ssp2,31,esp,0.2743303953444223
ssp2,31,fin,0.02962738506199327
ssp2,31,fra,0.5239184778810947
ssp2,31,gbr,0.470216013411157
ssp2,31,golf57,2.213844901219571
ssp2,31,grc,0.05336077647895986
ssp2,31,hun,0.03685190690697235
ssp2,31,idn,1.8663327348060352
ssp2,31,irl,0.029002844689810327
ssp2,31,ita,0.24603078919436103
ssp2,31,jpn,0.5061320237100646
ssp2,31,meme,0.4656291108103073
ssp2,31,mex,0.6181762849679007
ssp2,31,mys,0.3110565912662669
ssp2,31,nde,10.231535818158896
ssp2,31,nld,0.12726758929122203
ssp2,31,noan,0.2390515488651665
ssp2,31,noap,0.3855658273167844
ssp2,31,nor,0.07776706534273649
ssp2,31,oeu,0.1180672849428706
ssp2,31,osea,1.2388177462541694
ssp2,31,pol,0.11254776192570606
ssp2,31,prt,0.029582109493781372
ssp2,31,rcam,0.5578644586968612
ssp2,31,rcz,0.06389675361036773
ssp2,31,rfa,0.4929515867898821
ssp2,31,ris,0.3865323463339147
ssp2,31,rjan57,0.09911274583217201
ssp2,31,rom,0.017224021093981117
ssp2,31,rsaf,14.881694590608783
ssp2,31,rsam,0.7859773277710647
ssp2,31,rsas,3.727223196260967
ssp2,31,rsl,0.017664675538591156
ssp2,31,rus,0.7618494054469341
ssp2,31,slo,0.010039459392257836
ssp2,31,sui,0.09610280477115427
ssp2,31,swe,0.09368462938557034
ssp2,31,tha,0.22474070374916758
ssp2,31,tur,0.5900321897628973
ssp2,31,ukr,0.301341551939627
ssp2,31,usa,3.0176341016554566
ssp2,31,vnm,0.7169306445939991
ssp2,31,zaf,0.36705943089361853
ssp2,32,arg,0.23832711149718558
ssp2,32,aus,0.348978485630282
ssp2,32,aut,0.06016571165206224
ssp2,32,bel,0.07708766384898856
ssp2,32,bgr,0.007037742671745184
ssp2,32,blt,0.022017002094163518
ssp2,32,bra,0.6200462496236372
ssp2,32,can,0.6172428062366216
ssp2,32,chl,0.0816261630572296
ssp2,32,chn,2.879732026773051
ssp2,32,cor,0.31814097899995486
ssp2,32,cro,0.006481384660273218
ssp2,32,dnk,0.045970914613173056
ssp2,32,egy,1.3137968345728521
ssp2,32,esp,0.2713745266641943
ssp2,32,fin,0.030438887458507664
ssp2,32,fra,0.5123617059675272
ssp2,32,gbr,0.47802098078327226
ssp2,32,golf57,2.1105452247060046
ssp2,32,grc,0.05502210681841116
ssp2,32,hun,0.0361244086876581
ssp2,32,idn,1.7325863079039656
ssp2,32,irl,0.028167673638582368
ssp2,32,ita,0.24348954571797596
ssp2,32,jpn,0.4691777222519708
ssp2,32,meme,0.4720625505962642
ssp2,32,mex,0.6037723398497649
ssp2,32,mys,0.3005063061652157
ssp2,32,nde,9.39876462550537
ssp2,32,nld,0.1256429465015415
ssp2,32,noan,0.23341924592052038
ssp2,32,noap,0.36630720922017496
ssp2,32,nor,0.07441588029803008
ssp2,32,oeu,0.10463005107221611
ssp2,32,osea,1.142465275602299
ssp2,32,pol,0.10580298557397963
ssp2,32,prt,0.03035941935874117
ssp2,32,rcam,0.5215963884030476
ssp2,32,rcz,0.06264974944377612
ssp2,32,rfa,0.49044003516285756
ssp2,32,ris,0.36693512997884875
ssp2,32,rjan57,0.1029733755893672
ssp2,32,rom,0.016700298070382112
ssp2,32,rsaf,15.714236348180577
ssp2,32,rsam,0.7581180212070098
ssp2,32,rsas,3.645392709217364
ssp2,32,rsl,0.01806386869983465
ssp2,32,rus,0.7053873731895016
ssp2,32,slo,0.010321115848251218
ssp2,32,sui,0.09583858067905257
ssp2,32,swe,0.09447424289647163
ssp2,32,tha,0.22389390586302196
ssp2,32,tur,0.5379758415730108
ssp2,32,ukr,0.27026509035571405
ssp2,32,usa,2.821838555959026
ssp2,32,vnm,0.6372056897959856
ssp2,32,zaf,0.3445946909933621
ssp2,33,arg,0.2361055728211063
ssp2,33,aus,0.3317247781790836
ssp2,33,aut,0.06092702621832458
ssp2,33,bel,0.07803253570064621
ssp2,33,bgr,0.006944898664316381
ssp2,33,blt,0.02080222946511405
ssp2,33,bra,0.5943875081113119
ssp2,33,can,0.5696883373415652
ssp2,33,chl,0.07915712763800849
ssp2,33,chn,2.691117009698831
ssp2,33,cor,0.28802099248202406
ssp2,33,cro,0.006232808293232102
ssp2,33,dnk,0.045082415971132474
ssp2,33,egy,1.2133156065773338
ssp2,33,esp,0.2664429978758046
ssp2,33,fin,0.030804920802791506
ssp2,33,fra,0.4977895404058534
ssp2,33,gbr,0.4800816468490662
ssp2,33,golf57,2.006552649015678
ssp2,33,grc,0.05585342291695444
ssp2,33,hun,0.03520299368999137
ssp2,33,idn,1.6013219502193852
ssp2,33,irl,0.02722059202906869
ssp2,33,ita,0.2391879622693573
ssp2,33,jpn,0.4342677014387313
ssp2,33,meme,0.47339848249505273
ssp2,33,mex,0.5866255481482544
ssp2,33,mys,0.2893026658236598
ssp2,33,nde,8.599314185886435
ssp2,33,nld,0.12319549774611467
ssp2,33,noan,0.22674767048923364
ssp2,33,noap,0.34684050584794657
ssp2,33,nor,0.07082453428146768
ssp2,33,oeu,0.09221244294236954
ssp2,33,osea,1.0443397965374643
ssp2,33,pol,0.09942001365513287
ssp2,33,prt,0.03069934206085802
ssp2,33,rcam,0.48466914174432524
ssp2,33,rcz,0.06110213321271176
ssp2,33,rfa,0.484050995745441
ssp2,33,ris,0.34785417632601806
ssp2,33,rjan57,0.10519673258110783
ssp2,33,rom,0.016129971769320094
ssp2,33,rsaf,16.383676685521284
ssp2,33,rsam,0.7276332406190335
ssp2,33,rsas,3.535653876269424
ssp2,33,rsl,0.01821018122857616
ssp2,33,rus,0.6533456805220534
ssp2,33,slo,0.010450856601996477
ssp2,33,sui,0.09468577277226448
ssp2,33,swe,0.09423789947839097
ssp2,33,tha,0.22128145804987487
ssp2,33,tur,0.4887818654765511
ssp2,33,ukr,0.24145991362840308
ssp2,33,usa,2.635581178174284
ssp2,33,vnm,0.56242138117835
ssp2,33,zaf,0.32348343655056305
ssp2,34,arg,0.23189277164825578
ssp2,34,aus,0.3147584184813719
ssp2,34,aut,0.06085687699899271
ssp2,34,bel,0.0779169257678493
ssp2,34,bgr,0.006801499428690081
ssp2,34,blt,0.019609094188700063
ssp2,34,bra,0.5674215829366362
ssp2,34,can,0.5248176300042595
ssp2,34,chl,0.07638020675815815
ssp2,34,chn,2.5194839624520387
ssp2,34,cor,0.2609389631007555
ssp2,34,cro,0.005971924340030369
ssp2,34,dnk,0.04388562791852899
ssp2,34,egy,1.116778280593654
ssp2,34,esp,0.2596500658920001
ssp2,34,fin,0.030753699432209663
ssp2,34,fra,0.48058522362721995
ssp2,34,gbr,0.4766208555167514
ssp2,34,golf57,1.902170665177229
ssp2,34,grc,0.055896937687197314
ssp2,34,hun,0.034102564539943835
ssp2,34,idn,1.4752199414832226
ssp2,34,irl,0.02617951261915615
ssp2,34,ita,0.23324084166716286
ssp2,34,jpn,0.40164608985046846
ssp2,34,meme,0.4696057789329006
ssp2,34,mex,0.5669026554609297
ssp2,34,mys,0.2774547404050139
ssp2,34,nde,7.847210308710049
ssp2,34,nld,0.11996878822920896
ssp2,34,noan,0.21908376113562225
ssp2,34,noap,0.3273726714243961
ssp2,34,nor,0.06708243694641232
ssp2,34,oeu,0.0809894838953131
ssp2,34,osea,0.9478881093275219
ssp2,34,pol,0.09338395290450174
ssp2,34,prt,0.030629247980841188
ssp2,34,rcam,0.4481246359965255
ssp2,34,rcz,0.059260269553968896
ssp2,34,rfa,0.4739537778697993
ssp2,34,ris,0.3292317664205688
ssp2,34,rjan57,0.10582188044383069
ssp2,34,rom,0.015519560105849817
ssp2,34,rsaf,16.78541339273811
ssp2,34,rsam,0.6950741148982957
ssp2,34,rsas,3.40200900760391
ssp2,34,rsl,0.018123605678743136
ssp2,34,rus,0.6055569710024519
ssp2,34,slo,0.010437973046628857
ssp2,34,sui,0.09271403428047263
ssp2,34,swe,0.09302945566096334
ssp2,34,tha,0.2169578737353331
ssp2,34,tur,0.4431757986489503
ssp2,34,ukr,0.21529659647170885
ssp2,34,usa,2.459586746028041
ssp2,34,vnm,0.4939989660590915
ssp2,34,zaf,0.30359499442224863
ssp2,35,arg,0.22588434004655863
ssp2,35,aus,0.29801897937711713
ssp2,35,aut,0.060046064135326246
ssp2,35,bel,0.0768593543244758
ssp2,35,bgr,0.006614690849509835
ssp2,35,blt,0.01844635000600915
ssp2,35,bra,0.5395247321965949
ssp2,35,can,0.482925660634805
ssp2,35,chl,0.07333822595583464
ssp2,35,chn,2.361904724868733
ssp2,35,cor,0.23679215846194346
ssp2,35,cro,0.005701974774272959
ssp2,35,dnk,0.04242068890780676
ssp2,35,egy,1.0255002994149751
ssp2,35,esp,0.2511951583140113
ssp2,35,fin,0.03033219014310276
ssp2,35,fra,0.4612037522793543
ssp2,35,gbr,0.46815369631151
ssp2,35,golf57,1.7975097193695262
ssp2,35,grc,0.055232298256507946
ssp2,35,hun,0.03284714606845162
ssp2,35,idn,1.3559932930086085
ssp2,35,irl,0.025066018541087694
ssp2,35,ita,0.22584412003245552
ssp2,35,jpn,0.37139062696154473
ssp2,35,meme,0.46096265849774753
ssp2,35,mex,0.5449090878215719
ssp2,35,mys,0.26501653366718164
ssp2,35,nde,7.149938010740916
ssp2,35,nld,0.11604855064933534
ssp2,35,noan,0.21052685173123312
ssp2,35,noap,0.30803608476328687
ssp2,35,nor,0.06326592884955098
ssp2,35,oeu,0.0710272442867802
ssp2,35,osea,0.8556596799889313
ssp2,35,pol,0.08767676799135804
ssp2,35,prt,0.030195768786775216
ssp2,35,rcam,0.41272529496538873
ssp2,35,rcz,0.05715109759141187
ssp2,35,rfa,0.460523677548661
ssp2,35,ris,0.3110127361356753
ssp2,35,rjan57,0.10497187576407294
ssp2,35,rom,0.014879223198222652
ssp2,35,rsaf,16.888425527917402
ssp2,35,rsam,0.6609857967077823
ssp2,35,rsas,3.2485988945227167
ssp2,35,rsl,0.017833776312523607
ssp2,35,rus,0.5616998086993207
ssp2,35,slo,0.010298233764861397
ssp2,35,sui,0.0900262848987393
ssp2,35,swe,0.09094947677592623
ssp2,35,tha,0.21108234555342864
ssp2,35,tur,0.4015218168442755
ssp2,35,ukr,0.19189718791506286
ssp2,35,usa,2.293980608967494
ssp2,35,vnm,0.4326562473361657
ssp2,35,zaf,0.284772485767876
ssp2,36,arg,0.21834468613194813
ssp2,36,aus,0.2814625264584726
ssp2,36,aut,0.05860724921404524
ssp2,36,bel,0.07500488440503346
ssp2,36,bgr,0.0063932250355724606
ssp2,36,blt,0.017320197266637208
ssp2,36,bra,0.5110559574738499
ssp2,36,can,0.4440544133208088
ssp2,36,chl,0.07008430703010399
ssp2,36,chn,2.2159929674348677
ssp2,36,cor,0.21536608992006354
ssp2,36,cro,0.005426554126984227
ssp2,36,dnk,0.04073480337830923
ssp2,36,egy,0.9401300783838853
ssp2,36,esp,0.24133110968765964
ssp2,36,fin,0.029597700571291543
ssp2,36,fra,0.44012461266532066
ssp2,36,gbr,0.45537639838849325
ssp2,36,golf57,1.6926350803279915
ssp2,36,grc,0.05396122248240404
ssp2,36,hun,0.03146588329989969
ssp2,36,idn,1.2445177375263627
ssp2,36,irl,0.023902593888622547
ssp2,36,ita,0.2172406887197912
ssp2,36,jpn,0.3434534113698882
ssp2,36,meme,0.44797165995528715
ssp2,36,mex,0.5210372792340385
ssp2,36,mys,0.2520783688562212
ssp2,36,nde,6.50970174718994
ssp2,36,nld,0.11154632932834944
ssp2,36,noan,0.20121232831595443
ssp2,36,noap,0.288912557738216
ssp2,36,nor,0.059436619230292226
ssp2,36,oeu,0.062305672362903464
ssp2,36,osea,0.7693108331094578
ssp2,36,pol,0.08227925552222518
ssp2,36,prt,0.029455856874170905
ssp2,36,rcam,0.3789665103779136
ssp2,36,rcz,0.05481519035975131
ssp2,36,rfa,0.4442634837024062
ssp2,36,ris,0.29315682134111354
ssp2,36,rjan57,0.10282524256744957
ssp2,36,rom,0.014220574444212751
ssp2,36,rsaf,16.702125700425615
ssp2,36,rsam,0.6258791234232473
ssp2,36,rsas,3.0794742620328983
ssp2,36,rsl,0.017375103487344206
ssp2,36,rus,0.5213750265802979
ssp2,36,slo,0.010051024580933042
ssp2,36,sui,0.08674329310687807
ssp2,36,swe,0.08812658968557086
ssp2,36,tha,0.20387996851130705
ssp2,36,tur,0.3638874830749702
ssp2,36,ukr,0.1711937862690762
ssp2,36,usa,2.1384655861587296
ssp2,36,vnm,0.3785287754558376
ssp2,36,zaf,0.26686203919904733
ssp2,37,arg,0.20956859648582188
ssp2,37,aus,0.26507083833914713
ssp2,37,aut,0.05666020705154118
ssp2,37,bel,0.07250687507628535
ssp2,37,bgr,0.006146148686555149
ssp2,37,blt,0.01623468492909946
ssp2,37,bra,0.4823419362265516
ssp2,37,can,0.40807841513371296
ssp2,37,chl,0.06667523291757817
ssp2,37,chn,2.0798839985090596
ssp2,37,cor,0.19638436498753759
ssp2,37,cro,0.005149194414680347
ssp2,37,dnk,0.038877156420017725
ssp2,37,egy,0.860815910414523
ssp2,37,esp,0.23033487874986935
ssp2,37,fin,0.028610701745069095
ssp2,37,fra,0.41781508687746005
ssp2,37,gbr,0.43906577501301003
ssp2,37,golf57,1.5876762731160232
ssp2,37,grc,0.05219399685278892
ssp2,37,hun,0.029989557644946933
ssp2,37,idn,1.1410279436285207
ssp2,37,irl,0.022710555600536423
ssp2,37,ita,0.20769032591125766
ssp2,37,jpn,0.3177042838028078
ssp2,37,meme,0.43127164381496697
ssp2,37,mex,0.49571873750543605
ssp2,37,mys,0.23875556322076696
ssp2,37,nde,5.9249713563876165
ssp2,37,nld,0.10658462797683002
ssp2,37,noan,0.1912953215470836
ssp2,37,noap,0.27005621889344716
ssp2,37,nor,0.05564205208052943
ssp2,37,oeu,0.054745346817059025
ssp2,37,osea,0.6897249332885282
ssp2,37,pol,0.07717250913173813
ssp2,37,prt,0.02846943315854343
ssp2,37,rcam,0.3471204659869508
ssp2,37,rcz,0.05230011573478135
ssp2,37,rfa,0.42573210533984
ssp2,37,ris,0.27564464381461556
ssp2,37,rjan57,0.09958915471999846
ssp2,37,rom,0.013555023707892709
ssp2,37,rsaf,16.254682664195006
ssp2,37,rsam,0.5902144324906757
ssp2,37,rsas,2.8984686260152666
ssp2,37,rsl,0.01678277306358851
ssp2,37,rus,0.4841668204055119
ssp2,37,slo,0.009716895580865845
ssp2,37,sui,0.08299058526356604
ssp2,37,swe,0.08470085251813486
ssp2,37,tha,0.19560631102979642
ssp2,37,tur,0.3301256587043363
ssp2,37,ukr,0.1529929707945191
ssp2,37,usa,1.99249219706557
ssp2,37,vnm,0.33132784077825445
ssp2,37,zaf,0.249731601349492
ssp2,38,arg,0.19985158493069002
ssp2,38,aus,0.24885311269531882
ssp2,38,aut,0.05432117636788969
ssp2,38,bel,0.06951366773978974
ssp2,38,bgr,0.005881913111757139
ssp2,38,blt,0.015192199578308632
ssp2,38,bra,0.45366960697314973
ssp2,38,can,0.3747804517541339
ssp2,38,chl,0.0631664528374133
ssp2,38,chn,1.9521677140690545
ssp2,38,cor,0.17954902062915112
ssp2,38,cro,0.0048730912751744505
ssp2,38,dnk,0.03689518111610882
ssp2,38,egy,0.7873758188284002
ssp2,38,esp,0.21848445891380233
ssp2,38,fin,0.027429603231644978
ssp2,38,fra,0.3947061012909664
ssp2,38,gbr,0.4200016417914593
ssp2,38,golf57,1.4828887513116746
ssp2,38,grc,0.05003933973735776
ssp2,38,hun,0.028448001076072274
ssp2,38,idn,1.045323096471778
ssp2,38,irl,0.021508775965144264
ssp2,38,ita,0.19744712683940568
ssp2,38,jpn,0.2939688102093989
ssp2,38,meme,0.4115616627127692
ssp2,38,mex,0.46938619225363426
ssp2,38,mys,0.2251770935999465
ssp2,38,nde,5.391949403918549
ssp2,38,nld,0.10128543708218309
ssp2,38,noan,0.1809369663398375
ssp2,38,noap,0.25151130035154745
ssp2,38,nor,0.051917704831378454
ssp2,38,oeu,0.048232350585951454
ssp2,38,osea,0.6171868734765203
ssp2,38,pol,0.07233882711954358
ssp2,38,prt,0.027294164527667125
ssp2,38,rcam,0.3172924127095341
ssp2,38,rcz,0.04965506933460519
ssp2,38,rfa,0.40548932421273554
ssp2,38,ris,0.25847846143921993
ssp2,38,rjan57,0.09547794473846677
ssp2,38,rom,0.012892726512080248
ssp2,38,rsaf,15.58366165455521
ssp2,38,rsam,0.554395348308696
ssp2,38,rsas,2.709145173026079
ssp2,38,rsl,0.01608995159792995
ssp2,38,rus,0.44968411152903914
ssp2,38,slo,0.00931576557615927
ssp2,38,sui,0.07888893534484333
ssp2,38,swe,0.08081108510902656
ssp2,38,tha,0.1865198806480998
ssp2,38,tur,0.29995404978610885
ssp2,38,ukr,0.13703332583593075
ssp2,38,usa,1.8553968219982848
ssp2,38,vnm,0.29049617587716575
ssp2,38,zaf,0.2332799136596719
ssp2,39,arg,0.19005754760980198
ssp2,39,aus,0.23379384659156394
ssp2,39,aut,0.051866764185524696
ssp2,39,bel,0.06637280818816899
ssp2,39,bgr,0.005609195441056163
ssp2,39,blt,0.014225230578149305
ssp2,39,bra,0.42659881132745425
ssp2,39,can,0.3454301128132908
ssp2,39,chl,0.05975688636073821
ssp2,39,chn,1.8337075307561812
ssp2,39,cor,0.16480753852202107
ssp2,39,cro,0.004605865237041814
ssp2,39,dnk,0.034948145693233845
ssp2,39,egy,0.7227586595229327
ssp2,39,esp,0.20688583041593822
ssp2,39,fin,0.026190242195053236
ssp2,39,fra,0.3724612710145585
ssp2,39,gbr,0.4003637807479053
ssp2,39,golf57,1.387093007039927
ssp2,39,grc,0.04777839533201869
ssp2,39,hun,0.026939400262023464
ssp2,39,idn,0.9606415619403124
ssp2,39,irl,0.020339442059314105
ssp2,39,ita,0.18730164420217635
ssp2,39,jpn,0.2726373441990649
ssp2,39,meme,0.3916171680436143
ssp2,39,mex,0.4438702773709064
ssp2,39,mys,0.2122839586869091
ssp2,39,nde,4.92828734378411
ssp2,39,nld,0.09605344876122093
ssp2,39,noan,0.17095731764578526
ssp2,39,noap,0.2346569642842727
ssp2,39,nor,0.04847859260203415
ssp2,39,oeu,0.042740369211112336
ssp2,39,osea,0.5543317696099703
ssp2,39,pol,0.06784858339914936
ssp2,39,prt,0.026060922723370555
ssp2,39,rcam,0.29089812822259536
ssp2,39,rcz,0.04706032350589994
ssp2,39,rfa,0.38524190261675023
ssp2,39,ris,0.2425615027414289
ssp2,39,rjan57,0.09116393248085604
ssp2,39,rom,0.01223526350706631
ssp2,39,rsaf,14.879539801233836
ssp2,39,rsam,0.5207164743049681
ssp2,39,rsas,2.5336016067482987
ssp2,39,rsl,0.015362953874969248
ssp2,39,rus,0.4186377860465184
