uni,t,n,value
ssp1,14,egy,0.543660425021196
ssp1,14,esp,0.24392628761957086
ssp1,14,fin,0.02979753181533315
ssp1,14,fra,0.46347267662467756
ssp1,14,gbr,0.2625128067534021
ssp1,14,golf57,2.1309273914750317
ssp1,14,grc,0.016160852614150522
ssp1,14,hun,0.021555283308368093
ssp1,14,idn,1.3071697194300098
ssp1,14,irl,0.03671054906062227
ssp1,14,ita,0.2571209594217963
ssp1,14,jpn,0.727230810733554
ssp1,14,meme,0.22081270519894317
ssp1,14,mex,0.409054267140059
ssp1,14,mys,0.2707936519080852
ssp1,14,nde,5.702039064530491
ssp1,14,nld,0.13082862374404136
ssp1,14,noan,0.10296773042996071
ssp1,14,noap,0.1574816914779697
ssp1,14,nor,0.0661967602613894
ssp1,14,oeu,0.13037416274192995
ssp1,14,osea,0.5762902475653581
ssp1,14,pol,0.14628545336687196
ssp1,14,prt,0.023309413745346046
ssp1,14,rcam,0.3193518031924254
ssp1,14,rcz,0.04702896477690303
ssp1,14,rfa,0.4973695986783958
ssp1,14,ris,0.423474391153283
ssp1,14,rjan57,0.021336692530901803
ssp1,14,rom,0.03232117620597418
ssp1,14,rsaf,4.268539242616309
ssp1,14,rsam,0.5345624397549368
ssp1,14,rsas,1.8706501673430658
ssp1,14,rsl,0.0031542256146420747
ssp1,14,rus,1.137515411513079
ssp1,14,slo,0.001877756897396923
ssp1,14,sui,0.052017935850086086
ssp1,14,swe,0.04374270013482696
ssp1,14,tha,0.17848558408969095
ssp1,14,tur,0.33464951499882495
ssp1,14,ukr,0.233825617203819
ssp1,14,usa,3.046364302218032
ssp1,14,vnm,0.7804087482491914
ssp1,14,zaf,0.37461421139871137
ssp1,15,arg,0.12977770789775153
ssp1,15,aus,0.21055938452031422
ssp1,15,aut,0.035619534655502424
ssp1,15,bel,0.02067625082892698
ssp1,15,bgr,0.00862250892131241
ssp1,15,blt,0.01954943266613216
ssp1,15,bra,0.5444746671192384
ssp1,15,can,0.32144929921930876
ssp1,15,chl,0.0654094518653796
ssp1,15,chn,3.198078693501694
ssp1,15,cor,0.2881172718070339
ssp1,15,cro,0.006678095728683423
ssp1,15,dnk,0.03466186693790722
ssp1,15,egy,0.5208691731063861
ssp1,15,esp,0.2410609704246989
ssp1,15,fin,0.023685714291468693
ssp1,15,fra,0.4670840543105883
ssp1,15,gbr,0.24936013167510387
ssp1,15,golf57,2.0688263443370394
ssp1,15,grc,0.010363339663072228
ssp1,15,hun,0.019680306491137417
ssp1,15,idn,1.272278158221582
ssp1,15,irl,0.03452174374799649
ssp1,15,ita,0.2492261189431579
ssp1,15,jpn,0.6858535227855447
ssp1,15,meme,0.20985634815961257
ssp1,15,mex,0.37713383906490777
ssp1,15,mys,0.2542094264447942
ssp1,15,nde,5.450184070683158
ssp1,15,nld,0.1268738592389784
ssp1,15,noan,0.09380676298860335
ssp1,15,noap,0.14893192365821084
ssp1,15,nor,0.06809471052772163
ssp1,15,oeu,0.12366798884571988
ssp1,15,osea,0.588784212246295
ssp1,15,pol,0.12991298744725543
ssp1,15,prt,0.019839674602786943
ssp1,15,rcam,0.3164982064414519
ssp1,15,rcz,0.042305732147494286
ssp1,15,rfa,0.4788167735852093
ssp1,15,ris,0.3869725993410143
ssp1,15,rjan57,0.01582082616206789
ssp1,15,rom,0.027963179226297024
ssp1,15,rsaf,4.558946289056791
ssp1,15,rsam,0.5167596922235057
ssp1,15,rsas,1.9553819371351728
ssp1,15,rsl,0.0020185869947710587
ssp1,15,rus,1.0357363632687224
ssp1,15,slo,0.001246380127398205
ssp1,15,sui,0.05165791169140935
ssp1,15,swe,0.04334406873059324
ssp1,15,tha,0.16123836244618434
ssp1,15,tur,0.3087943987477303
ssp1,15,ukr,0.21694883994340097
ssp1,15,usa,2.853503936354992
ssp1,15,vnm,0.7664781962983649
ssp1,15,zaf,0.3417000595067948
ssp1,16,arg,0.11930149903567128
ssp1,16,aus,0.1947654257422201
ssp1,16,aut,0.03065800017138496
ssp1,16,bel,0.013697868259271754
ssp1,16,bgr,0.007098861702466282
ssp1,16,blt,0.018109423203322567
ssp1,16,bra,0.5166312545830454
ssp1,16,can,0.3073528412597447
ssp1,16,chl,0.06019954647404692
ssp1,16,chn,2.6322635466032187
ssp1,16,cor,0.2577728517701265
ssp1,16,cro,0.006032515001412691
ssp1,16,dnk,0.034122966426999614
ssp1,16,egy,0.4955917961975154
ssp1,16,esp,0.23933110431255197
ssp1,16,fin,0.01788689400696518
ssp1,16,fra,0.4697094611259181
ssp1,16,gbr,0.2369600145597023
ssp1,16,golf57,2.0066457080624445
ssp1,16,grc,0.006513209477925013
ssp1,16,hun,0.018021652473736983
ssp1,16,idn,1.2279166458355766
ssp1,16,irl,0.032607289462865945
ssp1,16,ita,0.2419984915576156
ssp1,16,jpn,0.6472584103462059
ssp1,16,meme,0.1981699450817959
ssp1,16,mex,0.34618578330555977
ssp1,16,mys,0.2377388653341392
ssp1,16,nde,5.161455297002996
ssp1,16,nld,0.12280623057853865
ssp1,16,noan,0.08514921931316978
ssp1,16,noap,0.14036590937694643
ssp1,16,nor,0.06974627809837405
ssp1,16,oeu,0.11729278608018871
ssp1,16,osea,0.5965983173262046
ssp1,16,pol,0.11534389401041274
ssp1,16,prt,0.016723908482962888
ssp1,16,rcam,0.31064977695019036
ssp1,16,rcz,0.038098658584711904
ssp1,16,rfa,0.4601246078086596
ssp1,16,ris,0.3527104298020757
ssp1,16,rjan57,0.011496391969047441
ssp1,16,rom,0.02425077245404657
ssp1,16,rsaf,4.7482520756727435
ssp1,16,rsam,0.4960821259623228
ssp1,16,rsas,2.0160943132553646
ssp1,16,rsl,0.001373604979431192
ssp1,16,rus,0.9460692876734791
ssp1,16,slo,0.0008472265310598732
ssp1,16,sui,0.050794981837252284
ssp1,16,swe,0.04288425330729878
ssp1,16,tha,0.14528323701523552
ssp1,16,tur,0.28399931632127906
ssp1,16,ukr,0.2009420545058879
ssp1,16,usa,2.6683555742162817
ssp1,16,vnm,0.7494019131772715
ssp1,16,zaf,0.309337218978177
ssp1,17,arg,0.10976294927329618
ssp1,17,aus,0.17972346355795935
ssp1,17,aut,0.0259651281692658
ssp1,17,bel,0.009047860473314533
ssp1,17,bgr,0.005897123505350744
ssp1,17,blt,0.016819239557611162
ssp1,17,bra,0.4894362131573291
ssp1,17,can,0.292603529149604
ssp1,17,chl,0.05545862799553898
ssp1,17,chn,2.1803767087552535
ssp1,17,cor,0.23023573413622106
ssp1,17,cro,0.005476856651772439
ssp1,17,dnk,0.033507559726408384
ssp1,17,egy,0.46862887814616727
ssp1,17,esp,0.2373762959806725
ssp1,17,fin,0.012810613157575222
ssp1,17,fra,0.47096496688987255
ssp1,17,gbr,0.22546697369421284
ssp1,17,golf57,1.945517806305673
ssp1,17,grc,0.004348199205399216
ssp1,17,hun,0.016541436865215815
ssp1,17,idn,1.1764405048649444
ssp1,17,irl,0.030945762701595762
ssp1,17,ita,0.23474882090625013
ssp1,17,jpn,0.6101307321218572
ssp1,17,meme,0.1862091449386524
ssp1,17,mex,0.31681947190582704
ssp1,17,mys,0.22183311683674664
ssp1,17,nde,4.84888538471281
ssp1,17,nld,0.11843962234836926
ssp1,17,noan,0.0772950450844969
ssp1,17,noap,0.13208247092635922
ssp1,17,nor,0.07072988367445049
ssp1,17,oeu,0.11112213359201406
ssp1,17,osea,0.5995362930345388
ssp1,17,pol,0.10264579562446158
ssp1,17,prt,0.01395673147633851
ssp1,17,rcam,0.30225145781610585
ssp1,17,rcz,0.034428716315051185
ssp1,17,rfa,0.44125744760192265
ssp1,17,ris,0.3209570182013306
ssp1,17,rjan57,0.008543320099768072
ssp1,17,rom,0.021074690478963824
ssp1,17,rsaf,4.825225020804252
ssp1,17,rsam,0.4736528246460396
ssp1,17,rsas,2.0529932827090382
ssp1,17,rsl,0.0010901047743670134
ssp1,17,rus,0.8657261246280779
ssp1,17,slo,0.000640535498447827
ssp1,17,sui,0.0497955673163421
ssp1,17,swe,0.042181269753712655
ssp1,17,tha,0.1308365039708922
ssp1,17,tur,0.26051322392897486
ssp1,17,ukr,0.1858272491005286
ssp1,17,usa,2.493503956796444
ssp1,17,vnm,0.7290543247965217
ssp1,17,zaf,0.27844526905690087
ssp1,18,arg,0.10112678697573559
ssp1,18,aus,0.1646820587708832
ssp1,18,aut,0.021687731062293554
ssp1,18,bel,0.0064563815954909
ssp1,18,bgr,0.004942496275369482
ssp1,18,blt,0.01562592803631717
ssp1,18,bra,0.4630030995924828
ssp1,18,can,0.2762550658571572
ssp1,18,chl,0.051126959148426715
ssp1,18,chn,1.8272866380290023
ssp1,18,cor,0.20532694226304227
ssp1,18,cro,0.005000542420797857
ssp1,18,dnk,0.032808227012010395
ssp1,18,egy,0.4407561941531436
ssp1,18,esp,0.23306507537956728
ssp1,18,fin,0.008757034247940245
ssp1,18,fra,0.47023628382610716
ssp1,18,gbr,0.21502949680123717
ssp1,18,golf57,1.8832910680333517
ssp1,18,grc,0.00345237680091348
ssp1,18,hun,0.01521711014158579
ssp1,18,idn,1.1189395105363564
ssp1,18,irl,0.02932643017371894
ssp1,18,ita,0.22696475200791083
ssp1,18,jpn,0.573719035555162
ssp1,18,meme,0.17425044206296356
ssp1,18,mex,0.2896359987423035
ssp1,18,mys,0.20652927532286966
ssp1,18,nde,4.51895256584837
ssp1,18,nld,0.11297677499243224
ssp1,18,noan,0.07041597547082805
ssp1,18,noap,0.12416838003704472
ssp1,18,nor,0.07120107402526661
ssp1,18,oeu,0.10492272307855131
ssp1,18,osea,0.5968855315903121
ssp1,18,pol,0.09170550072097255
ssp1,18,prt,0.011527224270595313
ssp1,18,rcam,0.2913919585648562
ssp1,18,rcz,0.0312668262995162
ssp1,18,rfa,0.42265242305712875
ssp1,18,ris,0.2909128343714655
ssp1,18,rjan57,0.006924800911513728
ssp1,18,rom,0.018330449236917814
ssp1,18,rsaf,4.78384630602684
ssp1,18,rsam,0.4498365347519679
ssp1,18,rsas,2.062801877767111
ssp1,18,rsl,0.001046332479364054
ssp1,18,rus,0.7922417467235712
ssp1,18,slo,0.0005775509754138748
ssp1,18,sui,0.04880485093359581
ssp1,18,swe,0.04120119919850765
ssp1,18,tha,0.11795107056219885
ssp1,18,tur,0.23878238208177416
ssp1,18,ukr,0.17158721492715914
ssp1,18,usa,2.3288353220626985
ssp1,18,vnm,0.7057695447397676
ssp1,18,zaf,0.24933134578430433
ssp1,19,arg,0.09436409803117515
ssp1,19,aus,0.15228835949326402
ssp1,19,aut,0.018042626997554812
ssp1,19,bel,0.005506571469444297
ssp1,19,bgr,0.004178851130515837
ssp1,19,blt,0.014489099954431468
ssp1,19,bra,0.44004343592575457
ssp1,19,can,0.2624247607876871
ssp1,19,chl,0.04730868693086143
ssp1,19,chn,1.542496322467854
ssp1,19,cor,0.18358682921286062
ssp1,19,cro,0.0045517229195494915
ssp1,19,dnk,0.032083275359840555
ssp1,19,egy,0.4188618856384966
ssp1,19,esp,0.22973084230256968
ssp1,19,fin,0.005876605115933796
ssp1,19,fra,0.46875418336469804
ssp1,19,gbr,0.20529677265784993
ssp1,19,golf57,1.8163559907467968
ssp1,19,grc,0.0033931008648122444
ssp1,19,hun,0.014039522079250319
ssp1,19,idn,1.0737963256413812
ssp1,19,irl,0.027654352944375737
ssp1,19,ita,0.21923577457421467
ssp1,19,jpn,0.5383519951318584
ssp1,19,meme,0.16494842717634298
ssp1,19,mex,0.2679948113962443
ssp1,19,mys,0.19280142523634028
ssp1,19,nde,4.261316617569216
ssp1,19,nld,0.10857063533656486
ssp1,19,noan,0.06536252149774142
ssp1,19,noap,0.11760340639760776
ssp1,19,nor,0.07190680217965018
ssp1,19,oeu,0.0989840927189987
ssp1,19,osea,0.5979186540579408
ssp1,19,pol,0.0815146455152837
ssp1,19,prt,0.009477348719901873
ssp1,19,rcam,0.28339771404126607
ssp1,19,rcz,0.028356503425704973
ssp1,19,rfa,0.40408043017046075
ssp1,19,ris,0.2650908075606336
ssp1,19,rjan57,0.006596733220658619
ssp1,19,rom,0.016111936423382295
ssp1,19,rsaf,4.803151327736795
ssp1,19,rsam,0.43071390549431504
ssp1,19,rsas,2.0991918068923354
ssp1,19,rsl,0.0011409783463100958
ssp1,19,rus,0.721300384294968
ssp1,19,slo,0.0006077800893649057
ssp1,19,sui,0.04775723209180659
ssp1,19,swe,0.040598876217880074
ssp1,19,tha,0.10772381931844928
ssp1,19,tur,0.2200189436106419
ssp1,19,ukr,0.15810135584363924
ssp1,19,usa,2.1711616756445116
ssp1,19,vnm,0.6824307958323645
ssp1,19,zaf,0.22481752192915166
ssp1,2,arg,0.1391544805809199
ssp1,2,aus,0.36456093866791256
ssp1,2,aut,0.061450068992230836
ssp1,2,bel,0.09311720204076335
ssp1,2,bgr,0.04102303762607906
ssp1,2,blt,0.03399201891581888
ssp1,2,bra,0.42362105271357725
ssp1,2,can,0.5155294216950042
ssp1,2,chl,0.07417128279336604
ssp1,2,chn,10.650251056257073
ssp1,2,cor,0.6000239330547493
ssp1,2,cro,0.01550681205866133
ssp1,2,dnk,0.03442577667329896
ssp1,2,egy,0.25021909286327226
ssp1,2,esp,0.23687903229184368
ssp1,2,fin,0.044909420292246566
ssp1,2,fra,0.29608992342336043
ssp1,2,gbr,0.347066098433803
ssp1,2,golf57,1.8934856797107493
ssp1,2,grc,0.06139657821109913
ssp1,2,hun,0.04344699966696064
ssp1,2,idn,0.5290771875978919
ssp1,2,irl,0.04781296921937627
ssp1,2,ita,0.3006276651549252
ssp1,2,jpn,1.072082963753513
ssp1,2,meme,0.12725436185083933
ssp1,2,mex,0.4050721849190349
ssp1,2,mys,0.23840946453155304
ssp1,2,nde,2.2666272865341623
ssp1,2,nld,0.15460060267407874
ssp1,2,noan,0.0797403509355869
ssp1,2,noap,0.1728161420912411
ssp1,2,nor,0.04041393174636409
ssp1,2,oeu,0.1408695145350936
ssp1,2,osea,0.2195079532719856
ssp1,2,pol,0.30464277399972406
ssp1,2,prt,0.04842130434918137
ssp1,2,rcam,0.13540617686734682
ssp1,2,rcz,0.09403546870952055
ssp1,2,rfa,0.7060375093781122
ssp1,2,ris,0.46633941651143984
ssp1,2,rjan57,0.04749203491978738
ssp1,2,rom,0.07650895107496333
ssp1,2,rsaf,0.3362992683229816
ssp1,2,rsam,0.2863302702053352
ssp1,2,rsas,0.31904306673376703
ssp1,2,rsl,0.030009369502193163
ssp1,2,rus,1.484735178468772
ssp1,2,slo,0.013378874153705487
ssp1,2,sui,0.03936331890925315
ssp1,2,swe,0.039128214554333365
ssp1,2,tha,0.24411097602205648
ssp1,2,tur,0.3709278128165381
ssp1,2,ukr,0.18433369363583338
ssp1,2,usa,4.780534280140773
ssp1,2,vnm,0.2830274224516043
ssp1,2,zaf,0.35709913418660827
ssp1,20,arg,0.08876150253528967
ssp1,20,aus,0.14092753384990545
ssp1,20,aut,0.015060128687362784
ssp1,20,bel,0.005629302575565352
ssp1,20,bgr,0.003590140194744782
ssp1,20,blt,0.013428817406632647
ssp1,20,bra,0.4185441643649926
ssp1,20,can,0.24842284058605035
ssp1,20,chl,0.043893866407224987
ssp1,20,chn,1.3221205709648054
ssp1,20,cor,0.1642410864516241
ssp1,20,cro,0.0041565359967416435
ssp1,20,dnk,0.031250835768290866
ssp1,20,egy,0.3981843517018412
ssp1,20,esp,0.22531779532888654
ssp1,20,fin,0.004143312861050953
ssp1,20,fra,0.46482783864078886
ssp1,20,gbr,0.19631366316041207
ssp1,20,golf57,1.7429571457938353
ssp1,20,grc,0.003820968203269354
ssp1,20,hun,0.013000054512678898
ssp1,20,idn,1.0283791033883143
ssp1,20,irl,0.026018739630779872
ssp1,20,ita,0.21104006505994466
ssp1,20,jpn,0.5035195539974481
ssp1,20,meme,0.1564741003882137
ssp1,20,mex,0.2493035500698566
ssp1,20,mys,0.17982093219258602
ssp1,20,nde,4.015043632012179
ssp1,20,nld,0.10393596577272948
ssp1,20,noan,0.06144195484487493
ssp1,20,noap,0.11168583269916797
ssp1,20,nor,0.07216262238702506
ssp1,20,oeu,0.09302757208298983
ssp1,20,osea,0.595590535480458
ssp1,20,pol,0.07250090323945747
ssp1,20,prt,0.00783883734007584
ssp1,20,rcam,0.2746002253392937
ssp1,20,rcz,0.02580232588909903
ssp1,20,rfa,0.38513745241332636
ssp1,20,ris,0.2415438292152946
ssp1,20,rjan57,0.007131924177025778
