"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.3910626172771","-17.2284383904371","-29.9256376398638","-30.4572937660713","-31.8680936826743","-31.9028424490931","-32.2051567169365","-35.55841267635","-35.2387240252971","-34.0781152269094","-32.795885746056","-29.9742859128501","-27.3542289248732","-24.8523177427201","-24.2998123566613","-22.6561957050525","-25.5716172075891","-24.855792619362","-29.3661825005212","-30.7005351310028","-30.3460977135312","-27.4550003474877","-21.8569740774203","-19.8762943915491","-18.0902077976232","-16.0643547154076","-19.9527416776704","-25.6167906039336","-27.0553895336715","-26.3847383417889","-27.906734310932","-29.5434012092571","",
"American Samoa","ASM","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.63934426229506","3.27868852459017","3.27868852459017","4.91803278688525","4.91803278688525","6.55737704918031","6.55737704918031","8.1967213114754","8.1967213114754","8.1967213114754","8.1967213114754","9.83606557377048","9.83606557377048","9.83606557377048","8.1967213114754","8.1967213114754","8.1967213114754","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","6.55737704918031","",
"Antigua and Barbuda","ATG","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.749063670411965","1.24843945068664","2.7465667915106","4.86891385767789","5.49313358302121","5.61797752808988","6.49188514357053","7.24094881398252","7.99001248439448","8.3645443196005","8.73907615480649","8.86392009987516","9.36329588014981","10.1123595505618","9.86267166042445","10.6117353308364","10.7365792759051","13.1086142322097","7.99001248439448","-15.4806491885144","-15.980024968789","-15.8551810237204","-15.8551810237204","-15.4806491885144","-15.230961298377","-14.481897627965","-13.8576779026217","-13.3583021223471","-14.2322097378277","-14.1073657927591","-13.9825218476904","-13.6079900124844","",
"Australia","AUS","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.714254350657928","-0.390644438915144","-1.56404139162506","-1.81381086896067","-2.20050349077175","-1.6906459025511","0.321780366787183","0.383618986285739","0.0532031673082356","2.98801282145107","4.48772741243799","4.47082241704844","-0.319877640033361","1.71289316921097","3.41495543228489","3.16247822841504","2.60622338012091","-0.0728158892320141","1.26384965531374","2.00049763622794","3.96806346325542","5.09981997277638","1.40370007171817","-1.13358605447651","0.290019466358338","-6.4196537037308","-4.78118642331279","-4.61103874244396","-5.63763300791826","-10.2344012997087","-11.9625162829501","-9.96772682698359","",
"Austria","AUT","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.109265141026693","-2.27827999022722","-4.39096560523387","-7.04251160517957","-9.8358986888183","-11.4253332247469","-13.4056790726715","-15.1715666313761","-15.6968537068708","-16.9754594565247","-17.5747210684909","-17.4858158916307","-13.1688248228683","-20.9368298178462","-22.747509297717","-23.1370632787686","-24.921274805223","-25.9019464125743","-27.2484187094497","-25.8354371962972","-27.0441404023129","-28.5351684447702","-28.1985503705513","-29.6318918478703","-32.8806634633656","-31.9135651654586","-30.7896951434699","-30.7157206069984","-30.9919374541901","-31.7581507723213","-31.7724027472378","-32.1524554116785","",
"Azerbaijan","AZE","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.36235910760012","-11.2360984913906","-18.284285381733","-23.1119855221561","-23.0992197883892","-23.2479030404974","-22.1688230744393","-20.1030269807538","-12.8205513295136","-11.6198214299124","-9.08995336752547","-9.96403066779806","-7.19536829141917","-5.50428403006706","3.42271850055194","11.2383512679377","46.7383550225653","66.5417627225555","55.9266796326472","59.0092288745879","55.9672296104949","60.3158392719026","63.4719792143817","66.9878124788802","67.1477596137239","65.3673152160037","62.3042900374712","65.1337773806216","79.4283954974506","83.3241970728923","100.413009033634","105.751338524732","",
"Burundi","BDI","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92622434848295","2.43820554786185","2.94599018003274","1.95979688614716","5.34642662302238","7.52444500398675","9.60594233916659","7.80561500692436","3.43698854337153","5.53527214738345","8.27982710143105","8.45608292416804","11.9182508707877","16.727516891183","21.9690293340048","28.2470938772084","34.1055016996097","41.4662805824835","48.6675899114525","58.4330018045239","66.196651139368","68.1900205631793","91.7999076755214","93.3862100801545","95.1193923370683","105.694741701288","126.287296991061","129.044441646733","115.577657476184","111.305552058416","114.213773133577","117.411557346091","",
"Belgium","BEL","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.528361863442095","-0.943963573100792","-2.84961017203977","-0.513864129384223","0.391975772675535","-1.53783371635989","-3.33125711462875","-4.15655404970038","-2.71644579995275","-5.14025215318198","-7.97160591937113","-10.185463605318","-13.3255654116283","-12.2189050452115","-13.7755321205352","-15.1608711527309","-15.1383191219743","-15.9442857449688","-15.5818423935222","-15.268798728495","-15.811658325995","-18.3799050666896","-20.1539981528813","-22.4381966966644","-24.1263772847355","-25.5353422539144","-28.9294228827939","-28.110032431968","-28.4746235958676","-28.6271182800318","-28.1605060246139","-30.3217423054619","",
"Benin","BEN","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36112213841471","6.19293370385072","8.10175995765514","15.5286489347625","10.8310175995765","16.0678840809845","17.9601693793833","19.7995236204843","26.5746989546116","29.1716289532883","34.1206828106391","37.7762339552733","40.316924705571","44.5580256715628","48.0051607780865","54.5024480614","59.3489479952362","64.6685192536721","70.5802567156279","86.5158131533677","93.1884345639804","99.5964006881037","116.20351991531","117.894005557761","122.469233822946","130.815799920603","136.919412465264","150.2977371973","155.819108111684","162.858938732301","170.272594945084","174.741961095673","",
"Burkina Faso","BFA","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.65939985842321","6.15499058154463","8.56539527517488","11.1905647473814","14.9099547674182","17.5195267976052","20.7182022148368","23.4189592906763","22.4399198531441","25.3446434784695","34.3359689011002","37.3378765882395","65.0389336148872","69.2886366635872","74.0050631696402","78.4311372934839","82.9519958726769","90.4003743386085","95.5151355177751","102.434400758276","107.29960286513","112.707116032971","117.877068160822","123.334973064417","128.670498038322","135.739738682856","141.065665230902","146.900308349431","153.418839310353","160.962002231634","167.005411112578","172.661283549498","",
"Bangladesh","BGD","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.41164190319562","-1.64025505430005","-3.10550585533218","-2.90462755550513","-2.59830365497491","-2.36614611393087","-2.18245810531091","-3.31240961805653","-0.0814323588623878","0.472998837440097","1.08750744321888","3.16735545977826","4.51528695380952","3.49095826126407","6.43156137465619","8.55846116766383","10.0637635750135","15.5137061558964","17.2369885445317","19.4537386225083","20.2932273797034","20.9073815464882","22.0055221595259","23.0077870246973","24.0249383276151","23.4114930388182","27.391488501999","27.4047799642726","27.9224381149517","27.4605154960728","28.9102595911192","28.8635622536649","",
"Bulgaria","BGR","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.45736268775295","4.45914890667407","-0.850453486326097","-16.1623486379414","-31.7104512468875","-31.5147669650807","-33.4860061744523","-34.2223549296976","-35.526028142279","-36.5033831519566","-38.6441798589154","-40.0310322212565","-39.0392808202744","-39.094200387103","-40.6842018267421","-41.1070291713544","-40.6735378331831","-41.8663055127515","-43.3080774419212","-44.3984707833237","-43.1326547478765","-46.9375676497091","-48.4529211344356","-53.7070707609293","-43.3075442422433","-44.4245975675431","-43.0473427994049","-46.4208971617781","-47.8999930684042","-46.9647608332845","-46.3675771939834","-45.8258463211888","",
"Bahrain","BHR","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4121610517666","31.4478225143796","37.2627773212818","35.4241577649959","35.8014790468365","41.1451109285127","21.893837304848","25.6940016433854","39.2026294165982","39.6154478225144","42.7253903040263","34.1048479868529","27.1684470008217","25.8129827444536","27.3288414133114","24.8322103533279","29.3626951520132","43.2151191454396","47.6069022185702","43.2795398520953","44.4746096959737","61.8024650780608","80.8525883319638","86.2146261298274","85.4001643385374","86.1186524239934","82.4262941659819","81.6769104354971","89.3304847986853","89.797863599014","94.0496302382909","95.6318816762531","",
"Bahamas, The","BHS","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10309715740349","2.20619431480695","3.90326686465847","6.15188799321171","8.95205770046667","11.5400933389903","13.2795927025881","15.7403478998727","17.5222740772168","20.1527365294866","22.571064913025","24.8196860415783","26.6864658464149","29.1047942299533","31.6928298684769","34.5354263894782","37.9295714891812","42.2146796775562","39.7963512940178","42.1298260500637","46.4997878659313","49.1302503182011","51.039456936784","53.1183708103522","54.6457361052185","55.7912600763683","57.5731862537124","59.736953754773","61.349172677132","62.3674162070429","63.8947815019092","65.5494272380144","",
"Bosnia and Herzegovina","BIH","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.98471986417657","-17.9132868012325","-24.6730176696221","-63.9030371627995","-66.2783751493429","-68.5043702446079","-54.2570584166509","-48.5584480915551","-47.9846569829592","-46.7223165440483","-46.7191724831793","-46.5588253788593","-40.871219266805","-39.3290574105515","-37.6532729673647","-32.6086273030246","-34.3142803244671","-30.3150348990756","-29.9204552600138","-29.6547821165818","-26.0721247563353","-27.9129723951456","-27.9758536125259","-13.3213859020311","-12.3514431239389","-7.81141922907628","-6.8917814248884","-2.60171036911274","-6.50506193799912","-7.05527259007734","-10.3864050808024","-11.4019367414953","",
"Belarus","BLR","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.48442209743854","-9.35239594796202","-15.281263456411","-20.4167735930303","-25.8958979422293","-28.0341352448143","-29.5260298639897","-29.521680316995","-30.6112418391624","-33.8181628383404","-34.0430344179654","-34.9307769595797","-34.8120343266249","-32.0752993575719","-36.5070527904519","-34.5828132000052","-34.8481355666807","-30.5059828018912","-27.5313276122292","-24.8802787189714","-24.6762849649209","-22.892100787703","-20.529861814892","-19.1923761140277","-18.1284769191289","-18.6621663353762","-18.0993349542645","-18.004079875081","-17.1428695701343","-16.336028602621","-15.9793657490572","-15.8406151999269","",
"Belize","BLZ","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.33744855967078","5.4869684499314","2.09190672153634","3.4636488340192","-5.21262002743486","-1.85185185185186","3.05212620027433","5.65843621399176","10.2194787379972","8.26474622770919","14.5061728395061","18.7928669410151","22.1536351165981","23.9711934156378","26.0973936899863","50.0342935528121","59.7736625514403","66.7352537722908","74.9314128943758","75.2743484224966","84.7050754458162","77.8120713305898","82.8532235939643","73.4224965706447","75.6858710562414","79.0809327846365","85.3223593964334","86.6941015089163","89.8491083676269","91.4609053497942","95.8504801097394","99.4170096021948","",
"Bermuda","BMU","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","-0.363636363636366","0.727272727272732","1.09090909090908","1.81818181818183","2.54545454545454","3.27272727272727","3.63636363636364","4.36363636363637","4.72727272727271","5.81818181818181","6.18181818181818","6.54545454545454","7.27272727272728","7.27272727272728","8.00000000000001","8.72727272727272","8.36363636363637","7.27272727272728","7.27272727272728","4.72727272727271","4","3.27272727272727","4.72727272727271","3.63636363636364","4","3.27272727272727","1.81818181818183","0.727272727272732","0.727272727272732","-0.727272727272721","-1.0909090909091","",
"Bolivia","BOL","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28481956456905","10.4751198696919","11.0468237399344","18.1573332721558","-13.4354997820551","-13.9498497327307","-0.0211062424006037","-13.374475211636","-12.2778682695175","-11.7483768840763","-15.9067654683521","-11.9530156690908","-8.04193718598729","-4.01523320103696","0.621257656748275","2.0399642111542","5.32427906123105","9.16836816628048","9.41980774966162","15.7099268163986","19.8137144692468","26.2612126912753","32.9569386771892","33.7121750900456","34.4059281011264","34.0333570396201","34.6619559980729","34.3003968891234","31.8112367799215","33.6162793365299","36.8923352221891","37.3130835761316","",
"Brazil","BRA","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03346172210728","7.71873308928854","10.5210122552921","15.1316504854369","18.953799140538","16.6146872513131","18.1801559764444","18.746509629158","20.1826388667834","22.2015979627566","25.4765685182238","31.3406971192106","38.6288842909438","45.277096928219","46.5668502307815","47.1072035651759","45.1479356995066","47.5708292217094","48.576998249244","53.0565398694891","55.4498933630432","55.5562883972625","58.100296036925","60.014489893363","63.3357058729906","65.0161260544326","64.7816648098042","65.4753971032946","66.5754575839567","68.7928441827153","70.3306827948432","70.5485405061276","",
"Barbados","BRB","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6266460108443","-0.193648334624319","-3.83423702556158","-3.33075135553834","-3.91169635941131","-2.16886134779241","-2.78853601859024","-1.66537567776917","-0.697134004647548","4.10534469403563","-1.0844306738962","-5.84817970565452","-6.58404337722696","-6.50658404337722","-7.04879938032533","-12.2385747482572","-14.3299767621998","-7.35863671572424","-14.3687064291247","-15.1820294345469","-13.9426800929512","-15.4918667699458","-16.847405112316","-16.3439194422928","-17.1185127807901","-17.2734314484895","-15.6080557707204","-14.6785437645236","-15.2982184353215","-15.6855151045701","-16.3439194422928","-16.1502711076685","",
"Brunei Darussalam","BRN","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0084045973147262","-2.98573319605823","2.33647805349526","5.2738848149938","10.2410018279999","10.3061374571891","12.1530477171013","12.3505557539974","20.8181875485891","29.5988905931545","39.5898556510411","29.1723572794319","37.1924442670141","28.8950055680457","26.1319942008279","48.1247242241506","43.4601727144748","75.6077574433215","47.1539932342992","37.3962557518963","44.783896791545","41.1615153488958","32.5215893093522","27.455718277898","24.5330195617003","18.5300359296535","24.7095161053096","30.886895131637","19.8012312735066","15.8930935221566","8.47183409324901","6.42741579644066","",
"Bhutan","BTN","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07849512308407","-2.35717603344171","-1.92754296330701","-2.03204830469113","16.5582907570831","20.3088713423131","18.3697166744078","17.3130515559684","21.1681374825825","19.7979563399907","15.8035299581979","15.6061309800279","16.4653971202972","16.5350673478867","29.7491871806781","30.1323734324199","31.9321876451463","22.2131908964236","28.0654900139341","29.5401764979099","31.1077566186716","30.0627032048305","36.611704598235","33.9177891314445","33.2326985601486","36.6465397120297","39.7004180213656","38.1676730143985","39.3636785880167","95.2043660009289","36.4491407338597","36.2401300510915","",
"Botswana","BWA","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.0242825607064","-17.9564806054872","-23.6518448438978","-16.4343529906444","-2.68054241564176","-11.5021549458636","-10.4446546830653","-6.54683065279091","-0.279617365710083","0.40155576579417","-2.74571638810051","-15.0593924103858","-16.4469673078945","-14.4938505203406","-10.5077262693157","-9.64574792389362","-10.7053505729002","-7.34363502575424","-3.25028907810365","5.36949437611689","1.05750026279827","-1.65247555976032","-5.6638284452854","-16.583622411437","-10.5308525176075","-17.9438662882371","-26.0065173972459","-22.876064333018","-30.4509618416903","-28.8972984337223","-31.3213497319458","-33.9367181751288","",
"Central African Republic","CAF","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.70241059457684","9.80928667195666","11.4975237365584","14.3732727720469","18.7156264536077","21.7309218266889","26.0212876569896","30.2897638657072","32.5060880510028","36.9086381919173","39.3383861876488","41.8967357101814","43.7901879771253","46.3321202834706","49.6210359263414","54.124825567078","68.6677429063945","67.814047664651","72.3096286972939","75.9296248666101","89.542233288642","91.6080663255534","92.459025364599","93.8134457000575","97.4553314909568","101.592469970175","99.5923057980135","103.228719183517","107.592962486661","111.724628560484","114.597641393274","117.413193969409","",
"Canada","CAN","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05275773362841","6.66482768997361","8.76460471404956","12.7543482394933","16.8779400117444","19.3259732470686","22.380137379918","22.4172303757155","23.9200713857316","28.3436462310382","28.7252338948482","30.849565437269","29.8205743876521","33.6083439387955","32.1662100571128","35.8927500433623","34.4295097246341","31.2281229690279","24.8337084427838","25.45279576701","27.0238669918312","30.7928288267956","31.4974912596363","37.6043567029656","36.9826571959367","32.2491729829247","33.9836623638792","35.8247288031814","35.3355192079026","20.2520442942614","24.2815974856173","26.2844102840592","",
"Central Europe and the Baltics","CEB","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34224313808093","-11.7470881348149","-16.858519419985","-20.8472936235757","-23.9030241734856","-24.2950674566129","-25.5316010118395","-30.947490206662","-33.3030411329877","-36.0313913412837","-37.2929382259819","-37.3340204900212","-38.6612757649878","-39.2383247574269","-40.0856028928729","-39.6543359212707","-40.5166762628537","-41.6583450236446","-43.8002759210307","-43.7996951161668","-44.7126429215569","-44.6079818850835","-45.8057563957264","-47.6424936972992","-46.954549696181","-47.3311048496045","-47.278212886666","-47.4027761698088","-47.8990932861668","-49.6450701476754","-49.006494559988","-49.2587187522143","",
"Switzerland","CHE","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.746550878913088","-4.04089922263464","-7.79746480845998","-10.3788780726942","-11.8411653477134","-12.6493451922404","-15.0262623433014","-16.3442818124519","-18.7688213460326","-20.1372645143217","-19.4075215351215","-20.3375586525667","-21.7270116954969","-22.2536592198333","-21.5295188738707","-21.2311786539674","-20.7437495622943","-18.8780726941663","-24.3504447090132","-23.3699838924294","-23.9106379998599","-23.6333076545977","-20.9524476503957","-19.8949506267946","-19.2198333216612","-18.6287555150921","-18.0951046992086","-17.5460466419217","-17.6637019399118","-17.3359478955109","-16.4283213110162","-15.7448000560263","",
"Channel Islands","CHI","Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","EN.GHG.CH4.ZG.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
